北京镬味香草食品原料有限公司,北京镬味香草食品原料有限公司，主营业务为天然香草原料，原料来自于全球5大产区，致力于将全球最优质的的香草产品带入中国，主营产品有香草提取物、香草籽、香草粉、香草豆荚等，适用于乳制品，烘焙等产品，服务于国内众多食品企业。,香草提取物，vanilla extract，香荚兰豆籽，vanilla seeds
辽宁俏牌生物科技有限公司,辽宁俏牌生物科技有限公司成立于2013年，公司依托辽宁俏牌机械有限公司在脱壳技术领域的领先优势，运用俏牌自主研发、设计、制造的专利技术设备，专注火麻食品原料加工出口。主要产品有精选火麻籽、火麻仁、火麻仁油、火麻仁蛋白粉、火麻分离蛋白、火麻肽等。目前辽宁俏牌已经成为全球火麻食品原料主要生产及供应商。,火麻蛋白粉60，Hemp Protein Powder 60 Protein，火麻蛋白粉70%，Hemp Protein Powder 70% protein，火麻仁，Hulled Hemp Seed，火麻仁，Hulled Hemp Seed，火麻仁油，Hemp Hearts Oil，火麻蛋白粉70，Hemp Protein Powder 70 Protein，火麻仁油，Hemp Hearts Oil，火麻蛋白粉60%，Hemp Protein Powder 60% protein，火麻蛋白粉65，Hemp Protein Powder 65 Protein，火麻仁油，Hemp Hearts Oil，火麻仁，Hulled Hemp Seed
潍坊森瑞特生物科技有限公司,潍坊森瑞特生物科技有限公司 专业研发、生产各类变性淀粉，年产十万吨加，广泛服务于国内外广大客户。,增稠淀粉，Thickened starch，增稠淀粉，Thickened starch
沧县恒信塑料包装材料厂,"沧县恒信塑料包装材料厂,座落在沧州市杜生镇李屯经．我厂是一个拥有２8年生产历史的厂家．目前，拥有种类先进生产设备２３台，拥有Q/S净化车间两个，占地面积１.２万平方米，各类专职员工１２８人，拥有各类（ＰＥ、ＰＰ、ＰＥＴ）食用香精桶、调料包装瓶，饮料用塑料瓶及各种桶、盖、等５００余个品种。",塑料桶，plastic drum，塑料桶，plastic drum，塑料瓶，plastic bottle，塑料瓶，plastic bottle，塑料瓶，plastic bottle，塑料瓶，plastic bottle，塑料桶，plastic drum，塑料桶，plastic drum
威海浦源食品有限公司,威海浦源食品有限公司位于黄海之滨---威海，拥有天然的海鲜原料优势，公司拥有30000吨鱼露发酵基地和2000吨虾酱发酵基地，通过自主研发的低温酵酿生产技术以及发酵、清汁、提纯、脱腥、去苦、降盐六项专有技术工艺，保证了产品的自然鲜味和营养。主要产品：鱼露、鱼酿酱油、虾酱、盐水虾、海鲜酱。,鱼酿酱油，Fish Soy Sauce，鱼酿酱油，Fish Soy Sauce，鱼酿酱油，Fish Soy Sauce，鱼酿酱油，Fish Soy Sauce
河北华田食品有限公司,主要从事以辣椒为主的各种香辛料的种植、加工和销售业务。主营产品有：辣椒干、辣椒粉、辣椒圈、辣椒丝、辣椒碎、七味粉等辣椒制品和黑胡椒、白胡椒、姜黄、蒜片、蒜粉、八角、桂皮、花椒等香辛料制品。产品主要销往日本、美国、墨西哥、欧盟、东南亚等国家和国内的知名食品企业。公司有自营进出口权，通过了IOS9001：2008质量管理体系认证和HACCP认证，是河北出入境检验检疫局直通放行A类企业和石家庄海关A类企业，连续十年被评为河北省石家庄市农业产业化重点龙头企业。,蒸汽杀菌香辛料，Steam sterilized spices，蒸汽杀菌香辛料，Steam sterilized spices
保定味佳调味品有限公司,保定味佳调味品有限公司是集研发、生产、销售、服务为一体的科技型企业。 主导产品为水解植物蛋白液、水解植物蛋白粉、酱油粉、风味调味粉等，广泛应用于调味品、日式腌渍菜、鸡精鸡粉、复合调味料、咸味香精、方便面汤料、膨化休闲食品、肉食品等加工生产领域。产品以味道鲜美、风味独特畅销全国各地。,甜面酱粉，Gluten sauce powder，酸水解植物蛋白调味粉，Hydrolyzed vegetable protein powder，发酵酱油粉，Fermented soy sauce powder，水解植物蛋白调味液，Hydrolyzed vegetable protein liquid，酸水解植物蛋白调味粉，Hydrolyzed vegetable protein powder，黄豆酱粉，Bean sauce powder，黄豆酱粉，Bean sauce powder，酿造醋粉，Vinegar powder，豆瓣酱粉，Bean sauce powder，酿造醋粉，Vinegar powder，酸水解植物蛋白调味液，Hydrolyzed vegetable protein liquid，鱼露粉，fish sauce powder，味增粉，Miso powder，甜面酱粉，Sweet bean sauce powder，醋粉，Vinegar powder，黄豆酱粉，Bean sauce powder，酸水解植物蛋白调味液，Hydrolyzed vegetable protein liquid，黄豆酱粉，Bean sauce powder，发酵酱油粉，Fermented soy sauce powder，原味纯鸡粉，Pure chicken powder，豆瓣酱粉，Bean paste powder，甜面酱粉，Gluten sauce powder，原味纯鸡粉，Pure chicken powder，黄豆酱粉，Soy sauce powder，酸水解植物蛋白调味液，HVPseasoning，鱼露粉，fish sauce powder，酸水解植物蛋白调味粉，Hydrolyzed vegetable protein powder，酸水解植物蛋白调味液，HVPseasoning，发酵酱油粉，Fermented soy sauce powder，酿造醋粉，Vinegar powder，豆豉粉，Tempeh powder，酱油粉，Soy Sauce Powder，豆瓣酱粉，Bean sauce powder，水解植物蛋白调味粉，Hydrolyzed vegetable protein powder，酿造醋粉，Vinegar powder，原味纯鸡粉，Pure chicken powder，甜面酱粉，Gluten sauce powder，发酵酱油粉，Fermented soy sauce powder，豆瓣酱粉，Bean sauce powder，甜面酱粉，Gluten sauce powder，原味纯鸡粉，Pure chicken powder，酸水解植物蛋白调味粉，Hydrolyzed vegetable protein powder，豆瓣酱粉，Bean sauce powder
海南泰丰源实业有限公司,海南泰丰源实业有限公司于2010年成立，借助海南热带水果天堂的资源优势，从事各种水果果肉、果浆、水果粉的生产、研发和销售。目前我司最大的产业是椰子加工业，年采摘及加工椰子5000万个以上，椰子原浆供应量3000吨以上，是目前海南最大的椰子生产加工企业。公司所生产椰浆全面满足海南椰子汁生产企业，产品品质受广大用户好评。公司生产、研发团队实力雄厚，现有专业应用工程师6人；生产工人200余人,香蕉粉，Banana Powder，菠萝蜜粉，JACKFRUIT POWDER，椰浆粉，Coconut Milk Powder，菠萝粉，Pineapple Powder，木瓜粉，PAPAYA POWDER，甜橙粉，ORANGE POWDER，柠檬粉，LEMON POWDER，柠檬粉，Lemon Powder，柠檬粉，LEMON POWDER，柠檬粉，Lemon Powder，百香果粉，PASSION FRUIT POWDER，南瓜粉，Pumpkin Powder，草莓粉，STRAWBERRY POWDER，菠萝蜜粉，Jackfruit Powder，草莓粉，STRAWBERRY POWDER，金桔粉，Kumquat Powder，椰子原浆，COCONUT MILK，百香果粉，PASSION FRUIT POWDER，菠萝蜜粉，Jackfruit Powder，木瓜粉，Papaya Powder，椰子原浆，COCONUT MILK，芒果粉，Mango Powder，木瓜粉，Papaya Powder，芒果粉，Mango Powder，菠萝粉，PINEAPPLE POWDER，南瓜粉，Pumpkin Powder，金桔粉，Kumquat Powder，椰浆粉，COCONUT MILK POWDER，甜橙粉，Orange Powder，菠萝粉，Pineapple Powder，木瓜粉，PAPAYA POWDER，椰浆粉，COCONUT MILK POWDER，甜橙粉，Orange Powder，芒果粉，MANGO POWDER，椰浆粉，Coconut Milk Powder，菠萝蜜粉，JACKFRUIT POWDER，芒果粉，MANGO POWDER，菠萝粉，PINEAPPLE POWDER，香蕉粉，Banana Powder，甜橙粉，ORANGE POWDER
上海长歌生物科技有限公司,上海长歌生物科技有限公司致力于打造纯绿色健康的食品配料，为客户提供绿色健康安全的产品为己任,保水剂，Water retaining agent，保水剂，Water retaining agent
福建乔焙食品有限公司,专注各类水果丁，水果粒，坚果制品深加工,乔焙果粒，JOEBAKING
黑龙江豆爱食品有限公司,黑龙江豆爱食品有限公司是一家集研发、生产、加工、销售于一体的食品科技型企业。,豆浆粉，Soybean milk powder
山东奥博生物科技有限公司,山东奥博生物科技有限公司成立于2014年，是奥克特集团旗下的子公司，致力于研究、开发与生产食品添加剂、医药中间体的高新技术产业。主要产品有氯化胆碱、酒石酸氢胆碱、无水甜菜碱、甜菜碱盐酸盐和氨基酸类产品。,中链甘油三酯粉，MCT Powder，甜菜碱盐酸盐，Betaine Hydrochloride，酒石酸氢胆碱，Choline Bitartrate，氯化胆碱，Choline Chloride，中链甘油三酯粉，MCT Powder，无水甜菜碱，Betaine Anhydrous，氯化胆碱，Choline Chloride，氯化胆碱，Choline Chloride，无水甜菜碱，Betaine Anhydrous，甜菜碱盐酸盐，Betaine Hydrochloride，无水甜菜碱，Betaine Anhydrous，3-羟基丁酸盐，Beta Hydroxybutyrate Acid，甜菜碱盐酸盐，Betaine Hydrochloride，无水甜菜碱，Betaine Anhydrous，D-阿洛酮糖，D-Alluloese，氯化胆碱，Choline Chloride，酒石酸氢胆碱，Choline Bitartrate，中链甘油三酯粉，MCT Powder，中链甘油三酯粉，MCT Powder，无水甜菜碱，Betaine Anhydrous，3-羟基丁酸盐，Beta Hydroxybutyrate Acid，氯化胆碱，Choline Chloride，酒石酸氢胆碱，Choline Bitartrate，D-氨基葡萄糖，Glucosamine，3-羟基丁酸盐，Beta Hydroxybutyrate Acid，3-羟基丁酸盐，Beta Hydroxybutyrate Acid，甜菜碱盐酸盐，Betaine Hydrochloride，酒石酸氢胆碱，Choline Bitartrate，酒石酸氢胆碱，Choline Bitartrate，甜菜碱盐酸盐，Betaine Hydrochloride
青岛亚太得丰农业科技有限公司,"青岛亚太得丰农业科技有限公司,2014年10月24日成立，经营范围包括农业技术开发；加工、销售：食品添加剂（凭许可证经营）；销售：饲料、饲料添加剂、化工产品（不含危险化学品）；货物进出口、技术进出口（法律、行政法规禁止的不得经营，法律、行政法规限制经营的，取得许可证后方可经营）；经营其它无需行政审批即可经营的一般经营项目。 （依法须经批准的项目，经相关部门批准后方可开展经营活动）。",肉制品专用天然红色素，Natural Red Pigment for meat products，天然紫薯色素，Natural Purple Sweet Potato Pigment，肉制品专用天然红色素，Natural Red Pigment for meat products，天然紫薯色素，Natural Purple Sweet Potato Pigment，天然抹茶色素，Natural Matcha pigment，烘焙糕点专用天然色素，Natural pigment for baking cakes，天然草莓色素，Natural Strawberry Pigment，烘焙糕点专用天然色素，Natural pigment for baking cakes，复合料专用调色方案，Special Color Scheme for composite materials，胭脂树橙，Annatto extract，天然抹茶色素，Natural Matcha pigment，天然南瓜色素，Natural Pumpkin pigment，辣椒红色素，CAPSANTHIN，辣椒红色素，CAPSANTHIN，胭脂虫红，Carminc cochineal，胭脂树橙，Annatto extract，复合料专用调色方案，Special Color Scheme for composite materials，胭脂虫红，Carminc cochineal，天然草莓色素，Natural Strawberry Pigment，天然南瓜色素，Natural Pumpkin pigment
青岛元达生物科技有限公司,元达生物拥有优良益生性能的益生菌、益生菌酸奶、靶向功能性后生元及其制品的研发、生产和销售服务。致力于打造中国后生元原料及功能性后生元终端产品的领军品牌，并提供生产后生元功能性食品，后生元护肤品，后生元饲料等整套终端产品解决方案。公司科研团队已在后生元研发领域深耕近三年，在后生元菌株分离鉴定、新菌株安全性评价、营养、护肤、药理、药学、微生物组学等关键技术上开展了大量创新性工作，建立了后生元关键开发制备技术标准。,后生元，Bilantera
兴化市品灿食品有限公司,兴化市品灿食品有限公司成立于2018年，公司位于素有“鱼米之乡”的江苏省泰州兴化市，公司所在的王横工业集中区是全国脱水蔬菜产业集中区。我司是一家集研发、生产、销售于一体的以果蔬粉为主的专业生产厂家。公司拥有现代化的厂房及生产车间和设备，同时建立了科学的质量管理体系以及食品安全管理制度。 “专注绿色健康食品，丰富人们的饮食文化，提高人们生活品质”是我们公司成立的使命，在这使命引领下，我们将依托产业集中优势，同时整合全国优质资源，为客户提供满意的产品和服务。,脱水蔬菜及蔬菜粉，Dried Vegetables and Powders
鄂尔多斯市新宇力藻业集团有限公司,"鄂尔多斯市新宇力藻业集团是集螺旋藻相关产品研发、养殖、深加工、营销为一体的现代化产业集团。集团位于鄂尔多斯市鄂托克旗乌兰镇.注册资本3000万元,由核心企业鄂尔多斯市新宇力藻业集团有限公司和4家控股公司26家成员企业组成,公司为内蒙古人民政府批准的自治区级三十佳龙头企业，拥有内蒙古科技厅批准设立的自治区级螺旋藻工程技术研究中心。公司生产的产品主要有螺旋藻粉食品级、螺旋藻片食品级、螺旋藻咀嚼片保健食品,螺旋藻面膜、和藻藻抹茶奶昔。公司计划推出的新近研发的产品有螺旋藻饮料、螺旋藻藻蓝蛋白、螺旋藻多肽产品。",螺旋藻粉，Spirulina Powder，螺旋藻粉 螺旋藻片 藻蓝蛋白，Spirulina platensis spirulina powder phycocyanin
泰州贝特尔食品配料有限公司,“倍特尔食品配料”主要从事肉制品及其他食品的防腐、调味及品质改良。本着“安全、美味、便携”的研发宗旨，坚持以市场为导向，以安全为基础，以持续创新的精神，不断推动着食品工业的发展。,天然防腐剂，Natural Preservation，肉制品防腐剂，Meat preservatives
广东朋润食品科技有限公司,广东朋润食品科技有限公司成立于2008年，专注高品质的食品添加剂贸易，具有专业的销售队伍，强大的技术支持； 2016年成为百年企业、全球十强香精公司日本长谷川香料株式会社(T-Haseqawa)头部合作伙伴. 朋润服务的企业有三全股份、正大集团、益海嘉里、厨邦、基快富、安井集团、圣农食品、中粮、亨氏等头部食品企业。,肉精膏，Meat essence cream，复配增稠剂，Compound thickener，富肽酵母，Rich yeast peptides，长谷川香精，Hasegawa Flavour
北京益乐尚商贸有限责任公司,我公司成立于2003年，在过去的10多年中一直专注销售于食品、药品及相关行业关乎生产安全的卫生清洁工 具。 作为丹麦VIKAN 公司在中国唯一销售商，通过我们的努力，将VIKAN产品如，手刷，推水刮，水枪，耐高温水管等成功销售到3000余家.产品结构上我们也做了很大扩展，在清洁工具的基础上增加了设备包括干蒸机，肩背吸尘器，泡沫机，管接头，可金探产品以及丁腈手套产品..,清洁工具，Cleaning tools，推水刮，push，挂架，Rack，清洁工具，Cleaning tools，手刷，hand brush，手套，gloves，威肯清洁工具，Vikan cleaning tools，桶，bucket，清洁工具，Cleaning tools，可金探产品等产品，can be gold probe products and other products，扫帚，broom，手刷，hand brush push
青岛红星化工集团天然色素有限公司,青岛红星化工集团天然色素有限公司是贵州红星发展（上证：600367）的下属子公司，成立于 1992 年，是中国国内最早生产辣椒红色素的公司之一，是中国食品添加剂协会的副理事长单位，着色剂专业委员会主任单位，中国食品添加剂百强企业。,辣椒油树脂，CAPSICUM OLEORESIN，辣椒油树脂，CAPSICUM OLEORESIN，辣椒红，PAPRIKA OLEORESIN，辣椒红，PAPRIKA OLEORESIN，辣椒红色素，PAPRIK OLEORESIN，辣椒油树脂，CAPSICUM OLEORESIN，辣椒油树脂，CAPSICUM OLEORESIN，辣椒红色素，PAPRIK OLEORESIN
宁波泰美时光贸易有限公司,"宁波泰美时光贸易有限公司,2018年06月01日成立，经营范围包括初级农产品、化工原料及产品（除危险化学品和易制毒化学品）的批发、零售；食品经营；中药材种植；植物提取物的研发；自营和代理货物和技术的进出口，但国家限定经营或禁止进出口的货物和技术除外。（依法须经批准的项目，经相关部门批准后方可开展经营活动）",接骨木提取物，Elderberry Extract，黑莓提取物，Blackberry Extract，黄精提取物，Polygonatum Extract，人参提取物，ginseng extract，黑加仑提取物，Blackcurrant Extract，蓝莓提取物，Blueberry Extract，枸杞提取物，Goji Extract，香菇提取物，Shiitake Extract，白芸豆提取物，White kidney bean Extract，猴头菇提取物，LIONS MANE EXTRACT
滕州市天水生物科技有限公司,滕州市天水生物科技有限公司是目前国内杂环类合成香料和医药中间体生产经营的综合性企业，公司生产合成香料及医药中间体二百多种，其中十六个规模产品的生产工艺和设备处于国内的领先水平，主要产品有：2-甲基-3-巯基呋喃系列、2-甲基-3-四氢呋喃硫醇系列、4-甲基-5-羟乙基噻唑系列、香兰基丁醚系列等。,2-甲基四氢呋喃-3-硫醇，2-Methyltetrahydrofuran-3-Thiol，2-甲基-3-四氢呋喃硫醇，2-Methyl-3-tetrahydrofuranthiol，2-甲基-3-巯基呋喃，2-Methyl-3-furanthiol，5-羟乙基-4-甲基噻唑，5-hydroxyethyl-4-methylthiazole，双(2-甲基-3-呋喃基)二硫醚，Bis(2-methyl-3-furyl)disulfide，香兰基丁醚，Vanillyl Butyl Ether，2-甲基-3-巯基呋喃，2-Methyl-3-furanthiol，2-甲基-3-巯基呋喃，2-Methyl-3-furanthiol
湖南雪鹿生物科技有限公司,湖南雪鹿生物科技有限公司成立于2020年5月，工厂（GMP标准）坐落在湖南省宁乡市国家级经济开发区。公司现有员工20余人，90%以上员工本科以上学历，从事研发和技术项目的人员达50% 以上，是基于生物技术在食品添加剂领域的研究、开发和应用的高科技制造型企业。公司致力于通过先进的生物技术来研发天然有机、绿色无毒无害的保鲜防腐产品，让其广泛应用于果蔬鲜切、净菜净果、食品生鲜等领域，公司现阶段产品在鲜切果蔬保鲜和食品防腐效果上取得了巨大的突破，技术国际领先。,复配抗氧化剂，Compound antioxidant
北京朔方科技发展股份有限公司,北京朔方科技发展股份有限公司成立于2007年，项目总计投资1亿人民币，按照现代化标准建立的农产品深加工企业，是北京市农产品加工龙头企业，2012年被批准为国家高新技术企业。 朔方科技致力于将先进的科学技术应用于食品工业，秉承“传承和创新”的理念，推动传统食品现代化，满足全球日益高涨的“营养、健康、安全、美味”绿色消费需求，大力发展食品工业急需的各类新产品。,谷物粉，cereal powder，坚果酱，Nut paste，坚果酱，Nut paste，谷物粉，cereal powder，坚果酱，Nut paste，谷物粉，cereal powder，坚果酱，Nut paste，谷物粉，cereal powder
无锡乐多化工原料有限公司,我司主要经营食品添加剂，香料。,乙基麦芽酚，ETHYL MALTOL，三氯蔗糖，SUCRALOSE，佳乐麝香，GALAXOLIDE，佳乐麝香，GALAXOLIDE，乙基麦芽酚，ETHYL MALTOL，三氯蔗糖，SUCRALOSE，乙基麦芽酚，ETHYL MALTOL，乙基麦芽酚，ETHYL MALTOL
重庆市中基进出口有限公司,重庆市中基进出口有限公司是综合性股份制外经贸企业。公司已通过ISO9001质量认证，被海关评为A级企业。公司从事化工品的进出口业务，长期求购碳酸氢铵，氯化钙，氯化镁，硫酸镁，碳酸氢钾，碳酸氢钠（小苏打），亚硫酸氢钠，碳酸钠（纯碱），焦亚硫酸钠，无水亚硫酸钠，硫酸锌等化工品（用于出口）。公司在香港还设立了子公司-泰和企业发展有限公司，可以与工厂或贸易公司直接合作美金业务。,硫酸镁，MAGNESIUM SULPHATE HEPTAHYDRATE FOOD GRADE，碳酸氢铵，Ammonium Bicarbonate Food Grade，碳酸钠，SODIUM CARBONATE FOOD GRADE OR SODA ASH LIGHT，焦亚硫酸钠，SODIUM METABISULFITE FOOD GRADE，碳酸氢钾，POTASSIUM BICARBONATE FOOD GRADE，氯化镁，magnesium chloride，硫酸镁，magnesium sulphate heptahydrate，氯化镁，MAGNESIUM CHLORIDE FOOD GRADE，氯化钙，CALCIUM CHLORIDE FOOD GRADE，无水亚硫酸钠，SODIUM SULPHATE ANHYDROUS，氯化钙，calcium chloride，碳酸氢钠或小苏打，SODIUM BICARBONATE FOOD GRADE，碳酸氢钾，POTASSIUM BICARBONATE FOOD GRADE，硫酸镁，MAGNESIUM SULPHATE HEPTAHYDRATE FOOD GRADE，焦亚硫酸钠，SODIUM METABISULFITE FOOD GRADE，碳酸氢钠或小苏打，SODIUM BICARBONATE FOOD GRADE，亚硫酸氢钠，SODIUM BISULFITE FOOD GRADE，氯化钙，CALCIUM CHLORIDE FOOD GRADE，亚硫酸氢钠，SODIUM BISULFITE FOOD GRADE，无水亚硫酸钠，SODIUM SULPHATE ANHYDROUS，碳酸钠，SODIUM CARBONATE FOOD GRADE OR SODA ASH LIGHT，碳酸氢铵，Ammonium Bicarbonate Food Grade，氯化镁，MAGNESIUM CHLORIDE FOOD GRADE，碳酸氢钠（小苏打），sodium bicarbonate，碳酸氢铵，ammonium bicarbonate
南京国味食品有限公司,南京国味食品有限公司，座落于南京市六合区东郊横梁镇石庙工业园，于2018年7月投入生产，开发出了腌料类产品有：新奥尔良腌料、黑椒腌料、香酥腌料、香辣腌料、盐焗鸡腌料等；裹粉类产品有：超级炸粉、颗粒炸粉、排类裹浆粉、天妇罗粉等；面包糠类产品有：欧芹面包糠、椰丝面包糠、罗勒牛至面包糠等。公司采用引进美国先进技术的国际领先的混合设备和台湾进口的筛分设备，保证产品批量化生产的品质满足研发部的要求。,面包糠，Bread Crumbs，水煎鸡排腌料，Water Fried Chicken Marinade，水煎鸡排腌料，Water Fried Chicken Marinade，新奥尔良腌料，New Orleans Marinade，新奥尔良腌料，New Orleans Marinade，面包糠，Bread Crumbs，面包糠，Bread Crumbs
东阿辰康药业有限公司,东阿辰康药业有限公司成立于2020年，企业坐落于东阿县阿胶街，占地面积128亩。主要生产阿胶小分子肽、阿胶卟啉铁及营养膳食补充剂产品。,胶原蛋白肽，COLLAGEN PEPTIDE，胶原蛋白肽，Collagen Peptide，阿胶小分子肽，E JIAO Small peptide
南京溧水瑞康蜂业有限公司,溧水瑞康蜂业有限公司是一家专业蜂产品公司，我公司有自己的蜂产品有机基地，从产品的源头到最终成品均严格按照有机蜂产品的标准来管理执行，公司已连续三年获得欧盟有机产品认证证书，并在2013年获得SGS的FSSC22000食品安全体系认证证书。,天然蜂蜜，Natural honey，天然蜂蜜，Natural honey，天然蜂蜜，Natural honey，天然蜂蜜，Natural honey
济南佳农食品有限公司,"济南佳农食品有限公司 成立于2000年6月,位于山东·济南，占地20000平方米，建有标准食品车间10000平方米。 公司已取得：SC生产许可、出口食品备案、Haccp认证、BRC认证、清真Halal认证等相关资质及荣誉。 公司秉承“个性定制、健康绿色、市场引领、时尚创新、品质保证”的企业理念。 产品已顺利出口到日本、韩国、越南、马来西亚等",复合调味料，Compound seasoning
江西恒诚天然香料油有限公司,"江西恒诚天然香料油有限公司，位于吉安市国家井冈山经济技 术开发区，独特的植物资源既丰富又洁净，依托天然植物为原料， 提炼各种“天然香料油”和“植物提取物”。 公司占地30亩，投入巨资引进“高标准，高起点，高技术""的生产设备，建立先进的自动化香料油生产线。厂区严格依照国家GMP要求规划、设计、施工。 以“先进的生产工艺，完善的质量 检测、科学的管理机制”，全面按照国标、部标生产，产品销往全 国各地，部分远销欧、美及东南亚各国，在香料行业享有一定的信 誉和好评。",桉叶油，Eucalyptus Oil，桉叶油，Eucalyptus oil，八角茴香油，Star anise oil，薄荷油，Peppermint oil，江西恒诚天然香料油有限公司，Jiangxi Hengcheng Natural Essential Oil Co Ltd，大蒜油，Garlic oil，桉叶油，Eucalyptus oil，月见草油，Evening primrose oil，桉叶油，Eucalyptus Oil，肉桂油，Cassia oil，八角茴香油，star anise oil
陕西天行健生物化工技术有限公司,陕西天行健生物化工技术有限公司始创于1991年，是国际上领先的天然植物活性成分生产商，公司现拥有符合GMP标准的6条现代化生产线和10万级洁净车间，年生产和加工各类提取物和果蔬粉3000吨。天行健生物已经取得食品添加剂、植物饮料原料和保健食品原料SC生产许可证、ISO22000、KOSHER、HALAL等质量体系和产品认证以及多项产品技术国家发明专利，为客户提供了坚实的质量保证和法规基础。,果蔬粉，fruit-vegetable powder，绿茶提取物，Green Tea Extract，甘草提取物，Licorice Extract，绿茶提取物，Green Tea Extract，速溶咖啡粉，Instant coffee powder，甘草提取物，Licorice extract，甘草提取物，Licorice Extract，速溶咖啡粉，Instant coffee powder，甘草提取物，Licorice Extract，速溶咖啡粉，Instant coffee powder，果蔬粉，fruit-vegetable powder，速溶咖啡粉，Instand coffee powder，绿茶提取物，Green Tea Extract，果蔬粉，fruit-vegetable powder，绿茶提取物，Green tea extract
江阴华昌食品添加剂有限公司,"牛磺酸专业制造商，年产1万吨，采用先进的环氧乙烷法工艺，质量优异，符合GB14759-2010, JP17, 及USP41等标准要求。获得ISO9001, ISO22000,及KOSHER, MUI-HALAL认证。产品广泛应用于功能饮料、营养增强剂、运动健身、宠物饲料、婴幼儿奶粉等。",牛磺酸，TAURINE，牛磺酸，taurine，牛磺酸，TAURINE，牛磺酸，taurine
醴陵湘旺食品制造有限公司,湖南湘旺食品公司成立于2012年，专注抹茶与粉末香精生产、加工运用与解决方案，工厂占地面积5000平方米，联合茶园达3万亩，年产量可达500吨。可提供贴牌代加工。运用范围奶制品、饮品、冷饮、冰淇淋、烘焙、保健品等诸多行业，我公司现有适合各类行业抹茶品种，满足广大客户需求，欢迎来电咨询洽谈。,"抹茶粉，Matcha tea powder，抹茶，Matcha，抹茶粉，Matcha tea powder，抹茶，Matcha tea,，抹茶，Matcha，抹茶粉，Matcha tea powder"
石家庄市福雷沃食品配料有限公司,石家庄市福雷沃食品配料有限公司是国内专业生产咸味香基的制造商，已有20多年的生产经验。香基品种有鸡肉香基 、猪肉香基、牛肉香基 、羊肉香基、鸭肉香基 、烤肉油香基 、麻辣香基 、香菇香基、海鲜香基 、泡椒香基、风味酱香基等。,鸡肉香基，Chicken flavor，烤肉香基，Roasted meat flavor，海鲜香基，Seafood flavor，烤肉香基，Roasted meat flavor，海鲜香基，Seafood flavor，香菇香基，Letinous flavor，鸡肉香基，Chicken flavor，牛肉香基，Beef flavor，烤肉香基，Roasted meat flavor，牛肉香基，Beef flavor，猪肉香基，Pork flavor，川香麻辣香基，Sichuan spicy flavor，泡椒香基，Pickled flavor，羊肉香基，Lamb flavor，川香麻辣香基，Sichuan spicy flavor，猪肉香基，Pork flavor，香菇香基，Letinous flavor，羊肉香基，Lamb flavor，泡椒香基，Pickled flavor，海鲜香基，Seafood flavor，泡椒香基，Pickled flavor，猪肉香基，Pork flavor，香菇香基，Letinous flavor，海鲜香基，Seafood flavor，香菇香基，Letinous flavor，牛肉香基，Beef flavor，羊肉香基，Lamb flavor，鸡肉香基，Chicken flavor，烤肉香基，Roasted meat flavor，川香麻辣香基，Sichuan spicy flavor，猪肉香基，Pork flavor，鸭肉香基，Duck flavor，羊肉香基，Lamb flavor，鸭肉香基，Duck flavor，鸭肉香基，Duck flavor，泡椒香基，Pickled flavor，鸡肉香基，Chicken flavor，川香麻辣香基，Sichuan spicy flavor，牛肉香基，Beef flavor，鸭肉香基，Duck flavor
广州四季风食品科技有限公司,"广州四季风食品科技有限公司是专注于健康、安全的高品质食品配料生产厂家。主要产品有食用香精香料、复配食品添加剂、预拌粉、卡仕达粉等产品.公司拥有强大的技术研发团队、多元化的应用技术服务队伍，与国内多家知名企业建立亲密合作伙伴关系，为您提供一站式食品制造解决方案。我们拥有强大的生产能力，不仅自己生产，还提供各种产品的OEM代加工服务。 我们以""专业制造、成就您的美味""为服务宗旨，全心全意为您服务。",天然果汁，nature fruit juice，天然果汁，nature fruit juice，天然果汁，nature fruit juice，天然果汁，nature fruit juice
山东安华生物医药股份有限公司,安华生物成立于2010年，注册资本7003万元，占地4.4万平方米，专注于医药注射级、化妆品级、食品级透明质酸钠(玻尿酸)、聚谷氨酸钠、硫酸软骨素、银耳多糖等生物活性原料的研发、生产和销售。,透明质酸钠，sodium hyaluronate，透明质酸钠，sodium hyaluronate，透明质酸钠，sodium hyaluronate
西安莱葆生物技术有限公司,西安莱葆生物是一家集生产和销售于一体的生物科技公司，主要生产果蔬粉、谷物粉、药食同源产品等，产品广泛应用于固体饮料、代餐粉及各食品行业；主要面向国内外具有相关资质的食品厂、保健品厂、饮料厂、化妆品厂等厂家或相关企业进行合作。公司具有先进的生产车间，具有SC生产资质、产品企业标准备案、HALAL以及KOSHER等多种资质认证。公司产品广泛出口于欧美等国家，在国际上具有很好的声誉。,灵芝提取物(粉)，Reishi mushroom extract(powder)，沙棘果粉，Seabuckthorn fruit powder，沙棘汁粉，Seabuckthorn juice powder，猴头菇提取物(粉)，Hericium Mushroom extract(powder)，灵芝提取物(粉)，Reishi mushroom extract(powder)，猴头菇提取物(粉)，Hericium Mushroom extract(powder)，甜菜根粉，beetroot powder，葡萄汁粉，Grape juice powder
