姓名,省/直辖市,市/区,医院,科室类别,科室,职称,教育职称,综合推荐热度,在线问诊量,擅长,个人网站总访问,个人网站总文章,个人网站总患者,微信诊后报道患者,总诊后报到患者,诊后服务星,诊治后患者数,随访中患者数
李明子,吉林,吉林,吉林市中心医院,内科,肾内科,副主任医师,,2.9,,肾炎、肾功能衰竭、尿毒症的诊断及治疗，慢性肾功能不全患者的饮食治疗,,,,,,,,
朴成林,吉林,吉林,吉林市中心医院,内科,肾内科,副主任医师,,2.8,,动静脉内瘘术、血液透析导管置管术，专修血液净化技术及治疗，多次参与成功抢救急性肾功能衰竭等危重患者,,,,,,,,
朱学研,吉林,吉林,吉林市中心医院,内科,肾内科,主治医师,,2.8,1,急慢性肾炎、慢性肾衰的诊治,"31,315次",0篇,1位,0位,0位,,,
李琦,吉林,吉林,吉林市中心医院,内科,肾内科,主治医师,,2.8,,擅长动静脉内瘘术，血液透析及腹膜透析置管术，血液透析患者的管理，腹膜透析治疗。,,,,,,,,
遇天舒,吉林,吉林,吉林市中心医院,内科,肾内科,住院医师,,2.7,,擅长动静脉内瘘术，血液透析及腹膜透析置管术，血液透析患者的管理，腹膜透析治疗。,,,,,,,,
梁庆云,吉林,吉林,吉林市中心医院,内科,肾内科,住院医师,,2.7,,各种慢性肾脏疾病的临床诊断及治疗，血液透析患者的管理，腹膜透析治疗,,,,,,,,
刘雨田,吉林,吉林,吉林市中心医院,内科,肾内科,住院医师,,2.7,,肾小球疾病的诊治及肾脏病理，血液透析治疗及各种肾脏疾病的诊治,,,,,,,,
陆荣华,吉林,吉林,吉林市中心医院,内科,肾内科,住院医师,,2.7,,动静脉内瘘术，血液透析置管术、血液透析患者的管理及各种慢性肾脏病的诊断、治疗,,,,,,,,
王莉,吉林,吉林,吉林市中心医院,内科,老年病科,主任医师,,2.9,,老年人消化系统多发病、急重症及疑难病的诊断和治疗以及消化内镜下的各种疾病的诊断和治疗以及肝穿新技术,,,,,,,,
聂林立,吉林,吉林,吉林市中心医院,内科,老年病科,主任医师,,2.8,,心血管内科以及老年病的诊断和治疗,,,,,,,,
王淑芹,吉林,吉林,吉林市中心医院,内科,老年病科,主任医师,教授,3.1,,诊断和治疗心脑血管的常见病和疑难、复杂病症,,,,,,,,
宋崇巍,吉林,吉林,吉林市中心医院,内科,老年病科,主任医师,教授,3.1,,老年心血管病,,,,,,,,
郭兮华,吉林,吉林,吉林市中心医院,内科,老年病科,主任医师,教授,3.0,,,,,,,,,,
白瑛,吉林,吉林,吉林市中心医院,内科,老年病科,主任医师,,3.0,,消化内科疾病诊断与治疗，掌握胃镜检查技术，对功能性消化不良有一定研究，同时对心脏及肺部疾病也有一定治疗经验,,,,,,,,
刘薇薇,吉林,吉林,吉林市中心医院,内科,老年病科,主任医师,,2.8,,老年呼吸系统疾病诊断和治疗,,,,,,,,
周锐晶,吉林,吉林,吉林市中心医院,内科,老年病科,主任医师,,2.8,,老年病,,,,,,,,
魏敏,吉林,吉林,吉林市中心医院,内科,老年病科,副主任医师,,2.8,,老年神经内科疾病的诊断和治疗,,,,,,,,
侯迎会,吉林,吉林,吉林市中心医院,内科,老年病科,副主任医师,,2.8,,,,,,,,,,
洪莉,吉林,吉林,吉林市中心医院,内科,血液科,主任医师,,3.0,,贫血、出血性疾病的诊断，鉴别诊断和治疗，运用化学疗法，生物疗法诊疗急慢性白血病、多发性骨髓瘤、恶性淋巴瘤,,,,,,,,
胡学婷,吉林,吉林,吉林市中心医院,内科,血液科,主任医师,,2.9,,白血病、淋巴瘤等疾病,,,,,,,,
于利昊,吉林,吉林,吉林市中心医院,内科,血液科,住院医师,,2.8,201,贫血、白血病、淋巴瘤、骨髓瘤的诊治,"22,897次",0篇,201位,0位,0位,,,
陈宇辉,吉林,吉林,吉林市中心医院,内科,血液科,副主任医师,,2.8,,恶性血液系统疾病及出凝血疾病的诊断、治疗,,,,,,,,
宋秀杰,吉林,吉林,吉林市中心医院,内科,血液科,副主任医师,,2.8,,白血病、淋巴瘤、系统性红斑狼疮及各种贫血的治疗,,,,,,,,
张文生,吉林,吉林,吉林市中心医院,内科,血液科,副主任医师,,2.8,,各种血液系统疾病的诊治，复发难治性白血病以及“自体骨髓移植”,,,,,,,,
马晶,吉林,吉林,吉林市中心医院,内科,血液科,主治医师,,2.8,,,,,,,,,,
李健伟,吉林,吉林,吉林市中心医院,内科,血液科,,,2.7,,,,,,,,,,
刘英华,吉林,吉林,吉林市中心医院,内科,血液科,主任技师,,2.7,,血液病实验诊断 血液形态学,,,,,,,,
孙静锋,吉林,吉林,吉林市中心医院,内科,综合内科,副主任医师,副教授,2.9,,,,,,,,,,
周蕾,吉林,吉林,吉林市中心医院,内科,综合内科,主治医师,,2.8,,擅长心血管病和各种老年疾病及内科急危重症的救治,,,,,,,,
潘晓明,吉林,吉林,吉林市中心医院,内科,综合内科,住院医师,,2.7,,擅长心血管病和各种老年疾病及内科急危重症的救治。,,,,,,,,
苗婷婷,吉林,吉林,吉林市中心医院,内科,综合内科,住院医师,,2.7,,擅长心血管病和各种老年疾病及内科急危重症的救治。,,,,,,,,
陈梅花,吉林,吉林,吉林市中心医院,内科,综合内科,住院医师,,2.7,,肝脏疾病的诊断与治疗,,,,,,,,
巩兰英,吉林,吉林,吉林市中心医院,内科,风湿科,主任医师,教授,3.1,,类风湿性关节炎、系统性红斑狼疮、强直性脊柱炎、多发性肌炎、皮肌炎、系统性血管炎、干燥综合征、退行性骨性关节炎、血清阴性脊柱关节病,,,,,,,,
施洪波,吉林,吉林,吉林市中心医院,内科,风湿科,副主任技师,,2.7,,免疫检验、微生物检验,,,,,,,,
刁硕,吉林,吉林,吉林市中心医院,内科,风湿科,住院医师,,2.7,,类风湿关节炎、强直性脊柱炎、系统性红斑狼疮（狼疮性肾炎、狼疮脑病）、干燥综合征、皮肌炎、多发性肌炎等各种风湿免疫疾病的诊断和治疗,,,,,,,,
周凤林,吉林,吉林,吉林市中心医院,内科,急诊科,副主任医师,,2.8,,急诊急救、心脑血管疾病,,,,,,,,
张士杰,吉林,吉林,吉林市中心医院,内科,急诊科,副主任医师,,2.8,,胰腺炎 阑尾炎 胃穿孔 脑外伤,"6,411次",0篇,0位,0位,0位,,,
吴正元,吉林,吉林,吉林市中心医院,内科,急诊科,主治医师,,2.8,,对重症感染、休克、中毒的诊治及危重症监测治疗，擅长应用呼吸机抢救技术和血液净化技术。,,,,,,,,
邢祥瑶,吉林,吉林,吉林市中心医院,内科,高压氧科,副主任医师,,2.9,,急性或慢性缺血缺氧性疾病和植物人促醒具有独到的见解和有效的治疗方法,,,,,,,,
王非,吉林,吉林,吉林市中心医院,内科,高压氧科,主任医师,,2.9,,擅长多种疾病的高压氧治疗，特别是高压氧治疗有害气体中毒、突发性耳聋、耳鸣及脑梗死、脑出血、颅脑损伤等复杂疑难病,,,,,,,,
赵建军,吉林,吉林,吉林市中心医院,内科,感染内科,主任医师,,2.9,,各种肝炎、肝硬化,,,,,,,,
刘向东,吉林,吉林,吉林市中心医院,内科,感染内科,副主任医师,,2.9,,,,,,,,,,
刘静茹,吉林,吉林,吉林市中心医院,内科,透析室科,主任医师,,2.9,,,,,,,,,,
林棋,吉林,吉林,吉林市中心医院,外科,神经外科,主任医师,教授,3.3,,颅脑创伤、脑出血、颅内肿瘤、蛛网膜下腔出血及颅内动脉瘤诊断与手术治疗,,,,,,,,
庄涛,吉林,吉林,吉林市中心医院,外科,神经外科,主任医师,教授,3.3,,能够独立完成显微镜下大小脑各部位的胶质瘤切除手术，前颅凹脑膜瘤切除术、中颅凹外侧脑膜瘤切除术及部分后颅凹脑膜瘤切除术、矢状窦、乙状窦及窦汇区脑膜瘤切除术、鞍区内病变如垂体瘤、脓肿的手术治疗。,,,,,,,,
刁文卓,吉林,吉林,吉林市中心医院,外科,神经外科,主任医师,,3.1,194,"脑血管病的手术及介入治疗,显微神经外科治疗颅内疾病","538,763次",7篇,194位,0位,0位,,,
曹健,吉林,吉林,吉林市中心医院,外科,神经外科,主任医师,教授,3.2,16,擅长三叉神经痛、面肌抽搐微血管减压术；垂体瘤、脑脊髓肿瘤显微外科手术；颅内动脉瘤、动静脉畸形血管内介入治疗及显微外科手术治疗；高血压脑出血微创治疗；脑积水、小脑扁桃体下疝畸形、脊髓空洞症等显微外科治疗。,"25,512次",0篇,16位,9位,9位,,,
周志中,吉林,吉林,吉林市中心医院,外科,神经外科,主任医师,教授,3.2,,重症颅脑损伤、高血压脑出血、脑胶质瘤、脑膜瘤、垂体瘤、椎管内肿瘤等常规手术；应用显微外科技术开展颅底部肿瘤切除、颅内动脉瘤夹闭、三叉神经痛微血管减压等手术；完成全脑血管诊断性造影（DSA）及颅内动脉瘤、脑动静脉畸形的介入性栓塞治疗,,,,,,,,
遇广新,吉林,吉林,吉林市中心医院,外科,神经外科,主任医师,教授,3.1,,,,,,,,,,
李强,吉林,吉林,吉林市中心医院,外科,神经外科,主治医师,,3.0,4,神经外科常见病(如：脑出血，外伤，肿瘤，血管病，脑积水，三叉神经痛，面肌痉挛等)的诊断治疗；偏头痛的诊断及外科治疗。,,0篇,0位,0位,0位,,,
孙永祥,吉林,吉林,吉林市中心医院,外科,神经外科,主治医师,,2.9,,神经外科疾病的诊断与治疗，包括：1.脑脊髓血管疾病诊断与治疗如：动静脉畸形、动脉瘤、高血压脑出血、动静脉漏、脑梗塞、海绵状血管瘤。2.颅脑创伤诊断与治疗如：颅脑外伤、颅骨缺损。3.神经介入如：颅内及脊髓血管畸形、动脉瘤、动静脉漏、颈动脉、椎动脉狭窄。4.功能神经外科诊断与治疗如：癫痫、脑积水、三叉神经痛、面肌痉挛、帕金森病、肌张力障碍。5.脊髓病变如：脊髓及椎管肿瘤，复杂寰枕畸形、小脑扁桃体下疝-脊髓空洞、骶尾部肿瘤,,,,,,,,
陈莹,吉林,吉林,吉林市中心医院,外科,神经外科,主任医师,,2.9,,神经外科疾病,,,,,,,,
马文麒,吉林,吉林,吉林市中心医院,外科,神经外科,主任医师,,2.9,,神经外科疾病的诊治,,,,,,,,
苏安华,吉林,吉林,吉林市中心医院,外科,神经外科,副主任医师,,2.8,,神经外科疾病,,,,,,,,
孙刚,吉林,吉林,吉林市中心医院,外科,神经外科,副主任医师,,2.8,,神经外科疾病,,,,,,,,
由庆军,吉林,吉林,吉林市中心医院,外科,神经外科,副主任医师,,2.8,,神经外科疾病的诊治,,,,,,,,
林博文,吉林,吉林,吉林市中心医院,外科,神经外科,主治医师,,2.8,,,,,,,,,,
刘岩,吉林,吉林,吉林市中心医院,外科,神经外科,主治医师,,2.8,,,,,,,,,,
祁海文,吉林,吉林,吉林市中心医院,外科,神经外科,主治医师,,2.8,,"神经外科疾病,缺血性脑血管病外科治疗，脑出血，蛛网膜下腔出血，脑血管畸形，脑肿瘤，颅脑损伤。","18,987次",1篇,0位,0位,0位,,,
张恒,吉林,吉林,吉林市中心医院,外科,神经外科,主治医师,,2.8,,,"2,245次",0篇,0位,0位,0位,,,
王耀仪,吉林,吉林,吉林市中心医院,外科,神经外科,住院医师,,2.8,,神经外科常见病、多发病的诊治以及颅脑外伤的抢救及治疗,,,,,,,,
邱俊,吉林,吉林,吉林市中心医院,外科,神经外科,住院医师,,2.8,,脑血管病的基础研究与综合治疗,,,,,,,,
刘洪涛,吉林,吉林,吉林市中心医院,外科,神经外科,住院医师,,2.8,,脑血管病的基础研究与综合治疗,,,,,,,,
陈思孚,吉林,吉林,吉林市中心医院,外科,神经外科,住院医师,,2.8,,神经外科疾病诊断及治疗,,,,,,,,
杜依燃,吉林,吉林,吉林市中心医院,外科,神经外科,住院医师,,2.8,,神经外科常见病、多发病的诊治与颅脑外伤的抢救及治疗,,,,,,,,
孙超,吉林,吉林,吉林市中心医院,外科,神经外科,住院医师,,2.8,,神经外科常见病、多发病的诊治与颅脑外伤的抢救及治疗,,,,,,,,
张德阳,吉林,吉林,吉林市中心医院,外科,神经外科,住院医师,,2.8,,脑血管病疾病（包括高血压脑出血、颅内动脉瘤、动静脉畸形、海绵状血管瘤）微创、显微外科手术以及血管内介入治疗、功能性神经外科疾病（三叉神经痛、面肌痉挛、脑积水、小脑扁桃体下疝畸形、脊髓空洞症等）,,,,,,,,
宋操,吉林,吉林,吉林市中心医院,外科,神经外科,住院医师,,2.8,,脑血管病的诊断及治疗，尤其擅长脑出血的微创治疗,,,,,,,,
刘林,吉林,吉林,吉林市中心医院,外科,神经外科,住院医师,,2.8,,脑血管疾病及颅脑外伤的抢救治疗,,,,,,,,
李宇峰,吉林,吉林,吉林市中心医院,外科,神经外科,住院医师,,2.8,,,,,,,,,,
陈武,吉林,吉林,吉林市中心医院,外科,神经外科,住院医师,,2.8,,,,,,,,,,
黄建,吉林,吉林,吉林市中心医院,外科,神经外科,住院医师,,2.8,,脑肿瘤疾病及颅脑外伤的抢救治疗,,,,,,,,
陈一鑫,吉林,吉林,吉林市中心医院,外科,泌尿外科,主任医师,教授,3.2,,泌尿外科微创治疗男性疾病,,,,,,,,
杨冶,吉林,吉林,吉林市中心医院,外科,泌尿外科,主任医师,教授,3.3,5,泌尿外科微创治疗以及男性疾病,"6,497次",0篇,5位,0位,0位,,,
胡长林,吉林,吉林,吉林市中心医院,外科,泌尿外科,主任医师,教授,3.1,,,,,,,,,,
张守利,吉林,吉林,吉林市中心医院,外科,泌尿外科,主任医师,教授,3.1,21,泌尿外科诊治及男性疾病,"137,379次",5篇,21位,0位,0位,,,
邹德东,吉林,吉林,吉林市中心医院,外科,泌尿外科,副主任医师,,3.1,1195,经皮肾镜微创手术，输尿管镜治疗输尿管结石，前列腺、膀胱肿瘤电切，腹腔镜下泌尿系肿瘤根治术等几乎所有泌尿系统微创及开放手术,"1,367,522次",6篇,1195位,0位,0位,,,
刘岚冰,吉林,吉林,吉林市中心医院,外科,泌尿外科,主任医师,,2.9,2,泌尿外科诊治及男性疾病,"12,551次",0篇,2位,2位,2位,,,
王广浩,吉林,吉林,吉林市中心医院,外科,泌尿外科,主任医师,,2.9,,泌尿外科各种微创治疗及男性疾病的诊治,,,,,,,,
岳东民,吉林,吉林,吉林市中心医院,外科,泌尿外科,主任医师,,2.9,,,,,,,,,,
曲晓光,吉林,吉林,吉林市中心医院,外科,泌尿外科,主治医师,,2.9,,泌尿外科男科病诊治，常见男科疾病手术,,,,,,,,
喻子继,吉林,吉林,吉林市中心医院,外科,泌尿外科,副主任医师,,2.9,,泌尿外科诊治及男性疾病,,,,,,,,
吴云哲,吉林,吉林,吉林市中心医院,外科,泌尿外科,主治医师,,2.8,,,,,,,,,,
杨波,吉林,吉林,吉林市中心医院,外科,泌尿外科,主治医师,,2.8,,,,,,,,,,
闫宏亮,吉林,吉林,吉林市中心医院,外科,泌尿外科,主治医师,,2.8,,,,,,,,,,
张凤龙,吉林,吉林,吉林市中心医院,外科,泌尿外科,主治医师,,2.8,,泌尿系统结石,"13,364次",0篇,0位,0位,0位,,,
聂金库,吉林,吉林,吉林市中心医院,外科,泌尿外科,主治医师,,2.8,100,本人擅长泌尿外科、男科、乳腺外科、肝胆外科、肛肠疾病的诊治。,"15,716次",0篇,100位,0位,0位,,,
高福金,吉林,吉林,吉林市中心医院,外科,泌尿外科,住院医师,,2.8,,泌尿外科常见疾病的诊治,,,,,,,,
阎红亮,吉林,吉林,吉林市中心医院,外科,泌尿外科,住院医师,助教,2.8,,,,,,,,,,
迟庆龙,吉林,吉林,吉林市中心医院,外科,泌尿外科,住院医师,,2.8,,泌尿外科疾病的诊断及治疗,,,,,,,,
戴小凡,吉林,吉林,吉林市中心医院,外科,泌尿外科,住院医师,,2.8,,泌尿、生殖系统的常见疾病的诊断及治疗,,,,,,,,
杨辉,吉林,吉林,吉林市中心医院,外科,泌尿外科,住院医师,,2.8,,泌尿系结石疾病的诊断及治疗，男科疾病的治疗,,,,,,,,
吉林市中心医院泌尿外科团队,吉林,吉林,吉林市中心医院,外科,泌尿外科,,,,,,,,,,,,,
李春明,吉林,吉林,吉林市中心医院,外科,脊柱外科,主任医师,教授,3.4,1717,"1、关节疾病：
（1）股骨头坏死、股骨颈骨折的保髋及关节置换；
（2）膝关节骨关节炎的分步阶梯疗法；
（3）晚期类风湿性关节炎；
（4）晚期强直性脊柱炎；
（5）关节置换术后疼痛及假体松动的翻修治疗；
（6）各种原因导致关节疼痛性疾病的微创治疗；
（7）关节畸形及疼痛的治疗；
（8）成人先天性髋关节脱位（DDH）的治疗；
2、脊柱疾病：
（1）重症颈椎病导致顽固性上肢、背部放射痛及四肢麻木无力；
（2）重度腰间盘突出症；
（3）老年胸腰椎骨折的微创及手术治疗；
（4）腰椎管狭窄症导致的下肢疼痛、走路困难的治疗；
（5）腰椎滑脱
（6）各种老年性疼痛性疾病及骨质疏松症。","11,381,302次",16篇,1717位,23位,26位,,,
于崇龙,吉林,吉林,吉林市中心医院,外科,脊柱外科,主任医师,教授,3.2,2,骨科疑难疾病的诊治，颈椎病、腰椎疾病的诊治，特别是显微镜下的微创手术。对关节和创伤疾病有一定的诊治经验,"27,636次",2篇,2位,0位,0位,,,
赵海波,吉林,吉林,吉林市中心医院,外科,脊柱外科,副主任医师,副教授,3.2,120,脊柱退行性病变的微创手术。颈椎病、椎间盘突出、椎管狭窄的手术治疗；椎体骨折的复位内固定治疗、老年人骨质疏松患者椎体骨折椎体成形术。脊柱畸形的矫正，椎管内肿瘤的手术治疗等。,"453,248次",25篇,120位,38位,38位,,,
赫兰学,吉林,吉林,吉林市中心医院,外科,脊柱外科,副主任医师,讲师,3.1,454,脊柱疾患诊治，如颈椎病、腰椎间盘突出症、腰椎管狭窄、腰椎滑脱、脊柱骨折等。微创手术（脊柱内镜治疗腰椎间盘突出症）创口约7毫米，局麻下完成，手术时间短，术后即可下地。,"245,586次",3篇,454位,211位,211位,,,
姜哲,吉林,吉林,吉林市中心医院,外科,脊柱外科,副主任医师,,3.1,,脊柱、关节、创伤、骨肿瘤等骨科疾病的诊疗，尤其擅长脊柱疾病的微创手术治疗。,"2,200次",0篇,0位,0位,0位,,,
吴艳军,吉林,吉林,吉林市中心医院,外科,脊柱外科,主任医师,,3.0,,脊柱、关节、骨肿瘤等骨科疾病的诊疗。,,,,,,,,
王桂峰,吉林,吉林,吉林市中心医院,外科,脊柱外科,副主任医师,讲师,3.0,110,脊柱疾病（腰椎间盘突出、颈椎病、腰椎管狭窄）、腰椎间盘突出症的微创治疗、老年椎体骨质疏松骨折的微创治疗；关节置换（股骨头坏死、髋膝关节骨性关节病）、创伤骨折及运动损伤,"164,454次",0篇,110位,4位,4位,,,
潘晟,吉林,吉林,吉林市中心医院,外科,脊柱外科,副主任医师,,2.9,,骨科创伤各种疾病的诊断和治疗,"7,401次",0篇,0位,0位,0位,,,
江劲夫,吉林,吉林,吉林市中心医院,外科,脊柱外科,副主任医师,,2.9,,脊柱、关节、骨肿瘤等骨科疾病的诊疗,,,,,,,,
于连有,吉林,吉林,吉林市中心医院,外科,脊柱外科,副主任医师,,2.9,,脊柱外科，重点为颈椎、腰椎、胸椎疾病的诊治。包括颈椎病、腰椎间盘突出症、腰椎管狭窄症、胸腰椎骨折、腰椎滑脱等。,,,,,,,,
邵立志,吉林,吉林,吉林市中心医院,外科,脊柱外科,住院医师,,2.9,,脊柱脊髓疾病的诊治。常见创伤，关节等骨科疾病。,"1,796次",0篇,0位,0位,0位,,,
陈曦,吉林,吉林,吉林市中心医院,外科,脊柱外科,主治医师,,2.9,1,脊柱外科常见病的诊断和治疗,"1,802次",0篇,1位,0位,0位,,,
吕洋,吉林,吉林,吉林市中心医院,外科,脊柱外科,住院医师,,2.9,,颈椎病、颈椎椎管狭窄、腰椎间盘突出、腰椎管狭窄、椎管内占位、脊柱骨折、脊柱侧弯、颈背腰部疼痛等疾病的诊治,"1,671次",0篇,0位,0位,0位,,,
朴显达,吉林,吉林,吉林市中心医院,外科,脊柱外科,主任医师,,2.9,,脊柱疾病外科诊治,,,,,,,,
隋国权,吉林,吉林,吉林市中心医院,外科,脊柱外科,主治医师,,2.8,,,,,,,,,,
李阳,吉林,吉林,吉林市中心医院,外科,脊柱外科,主治医师,,2.8,,,,,,,,,,
杨威,吉林,吉林,吉林市中心医院,外科,脊柱外科,住院医师,,2.8,,,,,,,,,,
张绍,吉林,吉林,吉林市中心医院,外科,脊柱外科,住院医师,,2.8,,骨科脊柱外科，尤其是颈椎方面的疾病,,,,,,,,
