姓名,省/直辖市,市/区,医院,科室类别,科室,职称,教育职称,综合推荐热度,在线问诊量,擅长,个人网站总访问,个人网站总文章,个人网站总患者,微信诊后报道患者,总诊后报到患者,诊后服务星,诊治后患者数,随访中患者数
施振宗,福建,泉州,福建省泉州市第一医院,内科,老年病科,主任医师,,3.0,,内科心脑血管病,,,,,,,,
叶伟祥,福建,泉州,福建省泉州市第一医院,内科,老年病科,主任医师,,3.0,120,高血压、冠心病,"77,782次",3篇,120位,102位,105位,,,
黄志坚,福建,泉州,福建省泉州市第一医院,内科,老年病科,副主任医师,讲师,3.0,5,心脑血管疾病的诊治，如高血压，冠心病，心力衰竭，脑梗塞，头晕症，胸闷等,"10,207次",0篇,5位,5位,5位,,,
李骞,福建,泉州,福建省泉州市第一医院,内科,老年病科,副主任医师,,2.9,108,高血压、冠心病，心力衰竭,,3篇,108位,99位,99位,,,
袁丽华,福建,泉州,福建省泉州市第一医院,内科,老年病科,主任医师,,2.9,,急、慢性心功能不全，顽固性心力衰竭以及各种复杂、顽固的心律失常,"37,869次",0篇,0位,0位,0位,,,
吴鼎昌,福建,泉州,福建省泉州市第一医院,内科,老年病科,主任医师,,2.9,,心血管内科,,,,,,,,
郑六经,福建,泉州,福建省泉州市第一医院,内科,老年病科,副主任医师,,2.9,,高血压病、急慢性脑血管病（中风）的防治,,,,,,,,
王少崖,福建,泉州,福建省泉州市第一医院,内科,老年病科,副主任医师,,2.8,,,,,,,,,,
赖金狮,福建,泉州,福建省泉州市第一医院,内科,老年病科,副主任医师,,2.8,,心血管内科、老年病,,,,,,,,
曾又晓,福建,泉州,福建省泉州市第一医院,内科,老年病科,主治医师,,2.8,,,,,,,,,,
吴建平,福建,泉州,福建省泉州市第一医院,内科,肾病内科,主任医师,副教授,3.0,,肾小球疾病的诊治和尿毒症透析治疗,,,,,,,,
沈世忠,福建,泉州,福建省泉州市第一医院,内科,肾病内科,主任医师,副教授,3.2,3,原发性肾病综合征、狼疮性肾炎、IgA肾病、ANCA相关性小血管炎的肾损害及免疫风湿疾病引起的肾损害的诊断和治疗,"26,966次",0篇,3位,3位,3位,,,
蔡佳盈,福建,泉州,福建省泉州市第一医院,内科,肾病内科,副主任医师,,2.9,,,,,,,,,,
王捷,福建,泉州,福建省泉州市第一医院,内科,肾病内科,副主任医师,,2.9,,血液透析、血管通路的建立与维护,,,,,,,,
胡义阳,福建,泉州,福建省泉州市第一医院,内科,肾病内科,副主任医师,,2.8,,原发性肾小球疾病(如：慢性肾小球肾炎，肾病综合症)，继发性肾炎(如：乙肝病毒相关性肾炎，狼疮性肾炎等)，尿毒症的替代治疗(如：腹膜透析，血液透析),,0篇,0位,0位,0位,,,
施子禄,福建,泉州,福建省泉州市第一医院,内科,肾病内科,副主任医师,,2.8,7,肾内科疾病的诊治,"17,575次",0篇,7位,0位,0位,,,
黄华桑,福建,泉州,福建省泉州市第一医院,内科,肾病内科,副主任医师,,2.8,9,慢性肾脏病及免疫疾病的诊治,"19,573次",0篇,9位,0位,0位,,,
杨忠民,福建,泉州,福建省泉州市第一医院,内科,肾病内科,副主任医师,,2.8,,,,,,,,,,
施子诺,福建,泉州,福建省泉州市第一医院,内科,肾病内科,副主任医师,,2.8,,,,,,,,,,
孙凌云,福建,泉州,福建省泉州市第一医院,内科,肾病内科,主治医师,,2.8,,,,,,,,,,
王晓松,福建,泉州,福建省泉州市第一医院,内科,肾病内科,主治医师,,2.8,,,,,,,,,,
康儒典,福建,泉州,福建省泉州市第一医院,内科,肾病内科,住院医师,,2.7,,,,,,,,,,
汪流,福建,泉州,福建省泉州市第一医院,内科,普内科,副主任医师,副教授,4.4,711,擅长大内科和康复专业全方位服务患者的诊疗思路。特别能处理内科疑难疾病的鉴别诊断，对内科常见疾病，如高血压、冠心病，心力衰竭、高脂血症、糖尿病（尤其血糖的调控）、胃肠道疾病、呼吸道疾病、高尿酸血症、甲亢、骨质疏松等有丰富的临床诊疗经验。,"91,935次",4篇,711位,534位,534位,2,534例,354例
袁丽华,福建,泉州,福建省泉州市第一医院,内科,普内科,主任医师,,2.9,,急、慢性心功能不全，顽固性心力衰竭以及各种复杂、顽固的心律失常,"37,869次",0篇,0位,0位,0位,,,
刘文捷,福建,泉州,福建省泉州市第一医院,内科,普内科,主任医师,,2.8,,,,,,,,,,
周艺军,福建,泉州,福建省泉州市第一医院,内科,普内科,副主任医师,,2.8,,"心血管内科副主任医师,现工作于泉州市第- -医院老年科,任福建省全科医学会委员,福建省老年保健研究医学理事
会理事,泉州市内分泌学会委员,泉州市肠内肠外营养学分会委员。",,,,,,,,
吴玉英,福建,泉州,福建省泉州市第一医院,内科,普内科,主治医师,,2.8,,,,,,,,,,
傅奕琪,福建,泉州,福建省泉州市第一医院,内科,普内科,,,2.7,,,,,,,,,,
苏雅娜,福建,泉州,福建省泉州市第一医院,内科,普内科,住院医师,,2.7,,,,,,,,,,
李武祥,福建,泉州,福建省泉州市第一医院,内科,急诊科,主任医师,教授,3.0,1,急危重症的诊断与治疗,"36,247次",0篇,1位,0位,0位,,,
朱志侠,福建,泉州,福建省泉州市第一医院,内科,急诊科,副主任医师,,2.8,,外科急诊急救普通外科\泌尿外科专业,,,,,,,,
许佳俊,福建,泉州,福建省泉州市第一医院,内科,急诊科,副主任医师,,2.8,,内科急危重症的诊治,,,,,,,,
闫红,福建,泉州,福建省泉州市第一医院,内科,急诊科,主任医师,,2.7,,急慢性中毒、物理化学损伤、热射病、急危重症救治、ECMO体外生命支持,,,,,,,,
杨志燕,福建,泉州,福建省泉州市第一医院,内科,急诊科,主任医师,,2.7,,急诊急救及普通内科,,,,,,,,
陈平磊,福建,泉州,福建省泉州市第一医院,内科,急诊科,副主任医师,,2.6,,"急诊急救,内科疾病的诊治",,,,,,,,
姚建立,福建,泉州,福建省泉州市第一医院,内科,急诊科,副主任医师,,2.6,,神经外科疾病诊治及急诊急救,,,,,,,,
张清平,福建,泉州,福建省泉州市第一医院,内科,风湿科,副主任医师,,3.0,9,各种常见风湿病如痛风，系统性红斑狼疮，类风湿关节炎，强直性脊柱炎，干燥综合征，肌炎，自身免疫性肝病的诊治，对少见罕见的风湿病如免疫性不孕，ANCA相关血管炎，成人still病，风湿性多肌痛，纤维肌痛综合征，IgG4相关疾病，白塞病，SOPHA综合征等也具有一定的诊治水平,"15,489次",24篇,9位,0位,0位,,,
陈国阳,福建,泉州,福建省泉州市第一医院,内科,风湿科,副主任医师,,2.9,1,类风湿关节炎、系统性红斑狼疮、强直性脊柱炎、痛风、骨性关节炎、多发性肌炎、皮肌炎、硬皮病、银屑病关节炎、血管炎、成人Still病,"11,215次",0篇,1位,0位,0位,,,
苏松森,福建,泉州,福建省泉州市第一医院,内科,风湿科,主治医师,,2.9,,系统性红斑狼疮，强直性脊柱炎，类风湿等,"4,951次",0篇,0位,0位,0位,,,
陈永旺,福建,泉州,福建省泉州市第一医院,内科,风湿科,副主任医师,,2.8,34,内科风湿性疾病,"230,864次",6篇,34位,0位,1位,,,
曾志远,福建,泉州,福建省泉州市第一医院,外科,骨科,主任医师,教授,3.3,,创伤骨科、脊柱外科、关节外科以及周围神经损伤修复,,,,,,,,
吴珊鹏,福建,泉州,福建省泉州市第一医院,外科,骨科,主任医师,教授,3.4,,,,,,,,,,
曾荣东,福建,泉州,福建省泉州市第一医院,外科,骨科,主任医师,副教授,3.1,23,关节疾病及关节置换、复杂创伤、骨科微创技术、骨质疏松及颈肩腰腿痛的防治,"124,768次",11篇,23位,2位,2位,,,
黄杰聪,福建,泉州,福建省泉州市第一医院,外科,骨科,主治医师,,3.0,10,脊柱疾病的诊断及微创治疗,"12,113次",0篇,10位,0位,0位,,,
柳明忠,福建,泉州,福建省泉州市第一医院,外科,骨科,副主任医师,,3.0,,,,,,,,,,
黄灿阳,福建,泉州,福建省泉州市第一医院,外科,骨科,副主任医师,,3.0,,,,,,,,,,
郑毓嵩,福建,泉州,福建省泉州市第一医院,外科,骨科,副主任医师,,3.0,19,脊柱外科，创伤骨科,,0篇,0位,9位,9位,,,
张勇,福建,泉州,福建省泉州市第一医院,外科,骨科,主任医师,,2.9,,腰椎间盘突出，颈椎病，关节置换，骨折，小儿髋臼发育不良的诊治,,,,,,,,
陈小青,福建,泉州,福建省泉州市第一医院,外科,骨科,主治医师,,2.9,,骨关节疾病诊治、骨折创伤微创治疗。,,,,,,,,
卢天祥,福建,泉州,福建省泉州市第一医院,外科,骨科,副主任医师,,2.9,,膝关节骨性关节炎、股骨头坏死,,,,,,,,
谢永松,福建,泉州,福建省泉州市第一医院,外科,骨科,住院医师,,2.9,240,四肢骨折，髋膝关节骨性关节炎，股骨头坏死，腰椎间盘突出，颈椎病，常见骨良性肿瘤,"170,790次",9篇,240位,0位,0位,,,
施建辉,福建,泉州,福建省泉州市第一医院,外科,骨科,主任医师,,2.9,,,,,,,,,,
潘文誉,福建,泉州,福建省泉州市第一医院,外科,骨科,副主任医师,,2.9,,,,,,,,,,
汤海峰,福建,泉州,福建省泉州市第一医院,外科,骨科,副主任医师,,2.9,,,,,,,,,,
林金丁,福建,泉州,福建省泉州市第一医院,外科,骨科,主治医师,,2.9,,人工关节置换及关节镜手术。,,,,,,,,
许志通,福建,泉州,福建省泉州市第一医院,外科,骨科,主治医师,,2.9,,,,,,,,,,
孙炜俊,福建,泉州,福建省泉州市第一医院,外科,骨科,主治医师,,2.9,,,,,,,,,,
吴家和,福建,泉州,福建省泉州市第一医院,外科,骨科,副主任医师,,2.8,,各种骨关节创伤、脊柱脊髓疾患的诊治及康复,,,,,,,,
闻博,福建,泉州,福建省泉州市第一医院,外科,骨科,副主任医师,,2.8,,,,,,,,,,
陈巧凤,福建,泉州,福建省泉州市第一医院,外科,骨科,副主任医师,,2.8,,,,,,,,,,
吴少明,福建,泉州,福建省泉州市第一医院,外科,骨科,主治医师,,2.8,,,,,,,,,,
杨小明,福建,泉州,福建省泉州市第一医院,外科,骨科,主治医师,,2.8,,,,,,,,,,
颜荣耀,福建,泉州,福建省泉州市第一医院,外科,骨科,主治医师,,2.8,,,,,,,,,,
张华昆,福建,泉州,福建省泉州市第一医院,外科,骨科,住院医师,,2.8,,,,,,,,,,
李进淼,福建,泉州,福建省泉州市第一医院,外科,骨科,住院医师,,2.8,18,创伤骨科，四肢显微外科，手外科，关节外科,"64,912次",0篇,18位,0位,0位,,,
张钰,福建,泉州,福建省泉州市第一医院,外科,骨科,住院医师,,2.8,,脊柱外科,"21,133次",1篇,0位,0位,0位,,,
王振强,福建,泉州,福建省泉州市第一医院,外科,骨科,,,2.8,,,,,,,,,,
傅长德,福建,泉州,福建省泉州市第一医院,外科,泌尿外科,副主任医师,讲师,3.7,5338,擅长泌尿系统肿瘤（肾癌、膀胱癌、前列腺癌）、泌尿系结石（肾结石、输尿管结石）、前列腺增生等的微创治疗，同时在男科（包皮过长、包茎、精索静脉曲张）有深入的研究。开展各项泌尿外科微创、腹腔镜手术，及特色免缝线快速包皮环切手术等。,"3,031,410次",11篇,5337位,930位,968位,2,1029例,943例
辛军,福建,泉州,福建省泉州市第一医院,外科,泌尿外科,主任医师,副教授,3.4,3,输尿管镜、肾镜碎石技术治疗尿路结石；腹腔镜微创治疗泌尿系统疾病。,"70,982次",6篇,3位,0位,1位,,,
辛明华,福建,泉州,福建省泉州市第一医院,外科,泌尿外科,主任医师,,3.2,,各种急重病疑难病,,,,,,,,
黄志扬,福建,泉州,福建省泉州市第一医院,外科,泌尿外科,主任医师,,3.2,,异体肾移植手术、经尿道前列腺电切术、输尿管镜检及气压弹道碎石术、腹腔镜在泌尿科的应用,,,,,,,,
伍伯聪,福建,泉州,福建省泉州市第一医院,外科,泌尿外科,主任医师,副教授,3.2,,泌尿外科临床；腔内泌尿外科（电切镜，输尿管镜的应用等）；肾移植术，男科学,,,,,,,,
郑志雄,福建,泉州,福建省泉州市第一医院,外科,泌尿外科,主任医师,副教授,3.1,1158,泌尿外科腹腔镜手术、前列腺疾病、泌尿系肿瘤、女性泌尿外科（女性压力性尿失禁、膀胱过度活动症）、泌尿系结石、男性科及普通泌尿外科,"2,129,884次",4篇,1158位,1位,9位,,,
张文彬,福建,泉州,福建省泉州市第一医院,外科,泌尿外科,主任医师,教授,3.1,,,,,,,,,,
黄应福,福建,泉州,福建省泉州市第一医院,外科,泌尿外科,主治医师,讲师,3.1,3075,包皮过长、包茎（新型美观无痛包皮环切术）；微创治疗：肾/输尿管/膀胱结石（腰痛）、前列腺增生（排尿困难），膀胱癌（血尿）、肾癌、前列腺癌，精索静脉曲张、压力性尿失禁；中西医结合治疗：前列腺炎、男性不孕、膀胱过度活动（尿频尿急）、阴囊疼痛综合症，泌尿生殖道感染（尿道炎/淋病/支原体、衣原体感染）,"1,554,937次",10篇,3075位,1010位,1068位,2,1075例,978例
叶燕乐,福建,泉州,福建省泉州市第一医院,外科,泌尿外科,副主任医师,讲师,3.1,237,泌尿外科、男科各种疾病的诊治：泌尿系畸形、结石、感染、外伤、肿瘤、前列腺增生、尿失禁、女性泌尿外科、男性科、肾上腺肿瘤等的微创治疗。,"354,068次",22篇,237位,49位,50位,,,
陈庆,福建,泉州,福建省泉州市第一医院,外科,泌尿外科,主治医师,,3.1,,泌尿系统结石，泌尿系统肿瘤，包皮过长，包茎，阳痿，早泄等疾病诊治,"9,135次",0篇,0位,0位,0位,,,
林俊雄,福建,泉州,福建省泉州市第一医院,外科,泌尿外科,副主任医师,,3.0,,泌尿外科、腔镜泌尿外科、肾移植,"8,555次",0篇,0位,0位,0位,,,
吴文峰,福建,泉州,福建省泉州市第一医院,外科,泌尿外科,主治医师,,3.0,415,泌尿系结石、肿瘤，包皮环切、男科病,"250,702次",0篇,415位,6位,6位,,,
赖晋晋,福建,泉州,福建省泉州市第一医院,外科,泌尿外科,主治医师,,3.0,,泌尿科常见疾病诊断治疗,"6,078次",0篇,0位,0位,0位,,,
邱开颜,福建,泉州,福建省泉州市第一医院,外科,泌尿外科,副主任医师,,3.0,33,男科、泌尿系结石、泌尿系肿瘤，前列前增生，前列腺炎，包皮过长、包茎等泌尿外科常见病。尿流动力学检查项目，为尿频、排尿困难、尿失禁等患者提供诊断及治疗依据。,"243,002次",2篇,33位,0位,0位,,,
张巍,福建,泉州,福建省泉州市第一医院,外科,泌尿外科,主治医师,,2.9,,,"1,808次",0篇,0位,0位,0位,,,
黄书堤,福建,泉州,福建省泉州市第一医院,外科,泌尿外科,主任医师,,2.9,,泌尿外科的常规手术，及泌尿外科腔内手术,,,,,,,,
苏仲宁,福建,泉州,福建省泉州市第一医院,外科,泌尿外科,副主任医师,,2.9,,泌尿外科/男科,,,,,,,,
蔡经爽,福建,泉州,福建省泉州市第一医院,外科,泌尿外科,副主任医师,,2.9,,,,,,,,,,
沈倚天,福建,泉州,福建省泉州市第一医院,外科,泌尿外科,副主任医师,,2.9,4,擅长泌尿外科开放手术、泌尿外科腔内镜手术、泌尿外科腹腔镜微创手术及泌尿系结石体外冲击波碎石术（ESWL）。,"37,961次",0篇,4位,2位,2位,,,
吴岑,福建,泉州,福建省泉州市第一医院,外科,泌尿外科,副主任医师,,2.9,,,,,,,,,,
陈景琳,福建,泉州,福建省泉州市第一医院,外科,泌尿外科,副主任医师,,2.9,,"输尿管结石、膀胱结石、肾结石的微创手术治疗,前列腺增生,膀胱肿瘤的微创手术治疗,肾袁肿，肾肿瘤，肾上腺肿瘤的微创手术治疗,各种尿路感染,血尿,前列腺炎,尿道狭窄,女性尿频尿急,包茎,包皮过长,精索静脉曲张等的诊治。",,,,,,,,
吕联辉,福建,泉州,福建省泉州市第一医院,外科,泌尿外科,主治医师,,2.8,56,泌尿系结石（肾输尿管膀胱），前列腺增生，泌尿系统肿瘤，慢性前列腺炎，阳痿早泄性功能障碍，包皮过长+包茎，鞘膜积液，腹股沟斜疝等泌尿外科常见疾病的诊断及治疗,"61,529次",5篇,56位,36位,36位,,,
洪泓长,福建,泉州,福建省泉州市第一医院,外科,泌尿外科,住院医师,,2.8,17,结石，前列腺等疾病的诊治。,"32,140次",0篇,17位,0位,0位,,,
周金,福建,泉州,福建省泉州市第一医院,外科,泌尿外科,住院医师,讲师,2.8,139,泌尿系统结石，泌尿系统肿瘤，包皮过长，包茎，阳痿，早泄，前列腺炎，淋病,"149,472次",4篇,139位,24位,27位,,,
陈希,福建,泉州,福建省泉州市第一医院,外科,泌尿外科,住院医师,,2.8,,,,,,,,,,
富锰,福建,泉州,福建省泉州市第一医院,外科,普外科,主任医师,,2.9,,外科急腹症、腹部损伤、普外专业的甲状腺疾病、乳腺疾病、胃肠疾病、肝胆胰腺疾病,,,,,,,,
苏亦斌,福建,泉州,福建省泉州市第一医院,外科,普外科,主任医师,副教授,3.0,,各种胃肠道良性疾病的外科治疗，胃癌、结直肠癌、小肠肿瘤的外科手术治疗及综合治疗。,"20,574次",1篇,0位,0位,0位,,,
贾静,福建,泉州,福建省泉州市第一医院,外科,普外科,主治医师,讲师,3.0,17,胃肠道肿瘤的微创手术,"20,063次",0篇,17位,2位,2位,,,
黄文场,福建,泉州,福建省泉州市第一医院,外科,普外科,主治医师,,3.0,,腹股沟疝、甲状腺肿瘤、胃肿瘤、结直肠肿瘤等疾病的诊断与治疗。,,,,,,,,
陈锦萍,福建,泉州,福建省泉州市第一医院,外科,普外科,副主任医师,讲师,2.9,9,1、腹部微创外科、腹腔镜手术，尤其擅长胃、结直肠恶性肿瘤的微创手术治疗； 2、熟练开展各项胃、结直肠微创手术，包括： 腹腔镜胃癌根治术（淋巴结D2手术）、减重手术、胃间质瘤切除术、腹腔镜结肠癌CME、腹腔镜直肠癌TME、直肠癌低位/超低位/经括约肌间保留肛门手术、腹腔镜直肠癌侧方淋巴结清扫术、单孔腹腔镜结直肠癌根治术(SILS)； 3、注重ERAS快速康复理念；4、重视MDT团队诊疗； 5、基于分期的手术、化疗、放疗(含术前新辅助放化疗)、分子靶向治疗、生物免疫治疗的整体治疗理念；6、胃肠肿瘤的个体化诊治。,,1篇,9位,0位,0位,,,
郑志华,福建,泉州,福建省泉州市第一医院,外科,普外科,主治医师,,2.9,8,擅长胃肠道肿瘤,"20,083次",0篇,8位,2位,2位,,,
黄敏捷,福建,泉州,福建省泉州市第一医院,外科,普外科,主治医师,,2.9,,,,,,,,,,
吴伟岗,福建,泉州,福建省泉州市第一医院,外科,普外科,主任医师,,2.9,,甲状腺、乳腺疾病及腹部外科疾病的诊断和治疗,,,,,,,,
侯建彬,福建,泉州,福建省泉州市第一医院,外科,普外科,主治医师,讲师,2.9,513,微创治疗胆结石、胆囊炎、胆囊息肉。擅长肝胆疾病、胃肠肿瘤、甲状腺乳腺肿瘤等疾病。,"364,217次",14篇,513位,156位,176位,,,
李振派,福建,泉州,福建省泉州市第一医院,外科,普外科,主治医师,,2.9,,胃肠道肿瘤及甲状腺、乳腺、腹外疝等普外相关疾病的诊疗。,,,,,,,,
李嘉宏,福建,泉州,福建省泉州市第一医院,外科,普外科,主任医师,,2.9,,,,,,,,,,
张祖案,福建,泉州,福建省泉州市第一医院,外科,普外科,副主任医师,,2.8,,结直肠肛门外科，疝与腹壁外科疾病的诊治，尤其腹腔镜手术。,,,,,,,,
刘江睿,福建,泉州,福建省泉州市第一医院,外科,普外科,主治医师,,2.8,,胃肠外科的一般诊治,"25,835次",0篇,0位,0位,0位,,,
陈国宝,福建,泉州,福建省泉州市第一医院,外科,普外科,主治医师,助教,2.8,7,内窥镜隆胸，精细化脂肪填充，面部年轻化综合方案，微拉美提拉，线雕,"32,575次",1篇,7位,0位,0位,,,
林常平,福建,泉州,福建省泉州市第一医院,外科,普外科,主治医师,,2.8,,,,,,,,,,
王伟东,福建,泉州,福建省泉州市第一医院,外科,普外科,住院医师,,2.8,,,,,,,,,,
黄小辉,福建,泉州,福建省泉州市第一医院,外科,普外科,住院医师,,2.8,,,,,,,,,,
祁金羽,福建,泉州,福建省泉州市第一医院,外科,普外科,住院医师,,2.8,,,,,,,,,,
徐再兴,福建,泉州,福建省泉州市第一医院,外科,普外科,住院医师,,2.7,20,擅长外科以及肿瘤科常见病多发病的诊治。,"5,464次",0篇,20位,0位,0位,,,
黄书荣,福建,泉州,福建省泉州市第一医院,外科,普外科,住院医师,,2.7,,,,,,,,,,
练玉杰,福建,泉州,福建省泉州市第一医院,外科,普外科,住院医师,,2.7,,,,,,,,,,
许荣誉,福建,泉州,福建省泉州市第一医院,外科,胸外科,主任医师,教授,3.3,,肺、食管、纵隔肿瘤微创外科手术及综合治疗,,,,,,,,
陈古元,福建,泉州,福建省泉州市第一医院,外科,胸外科,主任医师,副教授,3.1,,各种腹部、胸部和血管外科疾病的诊治,,,,,,,,
张永聪,福建,泉州,福建省泉州市第一医院,外科,胸外科,主治医师,讲师,3.0,20,肺结节、肺大泡、气胸、手汗症、肺癌、食管癌、贲门癌、胸腺肿瘤、纵隔肿瘤。,"24,570次",0篇,20位,0位,0位,,,
张万飞,福建,泉州,福建省泉州市第一医院,外科,胸外科,主治医师,,3.0,,食管癌、肺癌、纵隔肿瘤等的微创手术，尤其擅长肺部小结节的微创治疗,,,,,,,,
陈河山,福建,泉州,福建省泉州市第一医院,外科,胸外科,主治医师,,3.0,,肺部、食管.纵隔肿瘤的微创治疗。,,,,,,,,
李旭,福建,泉州,福建省泉州市第一医院,外科,胸外科,副主任医师,,3.0,2,消化道肿瘤特别是食管癌，肺癌，纵隔瘤的诊断及治疗,"9,640次",0篇,2位,2位,2位,,,
许振东,福建,泉州,福建省泉州市第一医院,外科,胸外科,副主任医师,,2.9,,普胸外科，开展食管、肺、纵隔等良恶性肿瘤的外科手术治疗，及胸部各种疾病的诊断治疗,,,,,,,,
黄金龙,福建,泉州,福建省泉州市第一医院,外科,胸外科,副主任医师,,2.9,,管肿瘤、肺肿瘤、纵隔肿瘤、胸壁肿瘤及胸部创伤的诊治。,,,,,,,,
吴邦瑜,福建,泉州,福建省泉州市第一医院,外科,胸外科,主任医师,,2.9,,,,,,,,,,
连珞宇,福建,泉州,福建省泉州市第一医院,外科,胸外科,住院医师,,2.9,2,肺癌，食管癌，手汗症，先心病，风湿性心脏病等疾病的诊治,"5,293次",0篇,2位,0位,0位,,,
郭人敦,福建,泉州,福建省泉州市第一医院,外科,胸外科,副主任医师,,2.8,,胸部外科和普通外科外科疾病的诊治,,,,,,,,
林贤钻,福建,泉州,福建省泉州市第一医院,外科,胸外科,,,2.8,,肺癌、食管瘂、纵隔肿瘤等胸外科疾病的诊断与治疗。,,,,,,,,
林栋梁,福建,泉州,福建省泉州市第一医院,外科,胸外科,主治医师,,2.8,,,,,,,,,,
王明通,福建,泉州,福建省泉州市第一医院,外科,胸外科,,,2.8,,,,,,,,,,
田进军,福建,泉州,福建省泉州市第一医院,外科,神经外科,主任医师,教授,3.2,,颅内肿瘤和颅内动脉瘤的显微手术；脑立体定向和顽固性癫痫的外科手术；以及脊髓肿瘤和腰椎间盘手术,,,,,,,,
李谋仪,福建,泉州,福建省泉州市第一医院,外科,神经外科,副主任医师,,3.0,1,垂体腺瘤、脑出血的内镜微创治疗，脑、脊髓肿瘤显微手术等。,542次,0篇,1位,0位,0位,,,
余惠平,福建,泉州,福建省泉州市第一医院,外科,神经外科,主治医师,,3.0,,各种颅脑损伤、颅内肿瘤、脊髓肿瘤和脑血管病的诊断和治疗,,,,,,,,
张晋宁,福建,泉州,福建省泉州市第一医院,外科,神经外科,主任医师,,3.0,3,各种颅内肿瘤、脑血管病、颅脑损伤、和脊髓肿瘤的诊断和治疗,"17,997次",0篇,3位,0位,0位,,,
蔡永辉,福建,泉州,福建省泉州市第一医院,外科,神经外科,副主任医师,,2.9,,各种颅脑损伤、颅内肿瘤、脊髓肿瘤和脑血管病的诊断和治疗尤对立体定向微创神经外科手术,"11,734次",0篇,0位,0位,0位,,,
李万川,福建,泉州,福建省泉州市第一医院,外科,神经外科,副主任医师,,2.9,,各种颅脑损伤、颅内肿瘤、脊髓肿瘤和脑血管病的诊断和治疗,,,,,,,,
林志忠,福建,泉州,福建省泉州市第一医院,外科,神经外科,副主任医师,,2.9,,脊髓肿瘤和脑血管病的诊断和治疗,,,,,,,,
张和平,福建,泉州,福建省泉州市第一医院,外科,神经外科,副主任医师,,2.9,,各种颅脑损伤、颅内肿瘤、脊髓肿瘤和脑血管病的诊断和治疗,,,,,,,,
江志贤,福建,泉州,福建省泉州市第一医院,外科,神经外科,副主任医师,,2.9,75,各种颅脑损伤、颅内肿瘤、脊髓肿瘤和脑血管病的诊断和治疗,"34,397次",0篇,75位,64位,64位,,,
蔡俊颖,福建,泉州,福建省泉州市第一医院,外科,神经外科,主治医师,,2.9,,脑梗死 失眠,"6,997次",0篇,0位,0位,0位,,,
黄锦聪,福建,泉州,福建省泉州市第一医院,外科,神经外科,住院医师,,2.8,4,脑血管疾病、颅脑损伤,"9,207次",0篇,4位,4位,4位,,,
何雪阳,福建,泉州,福建省泉州市第一医院,外科,神经外科,副主任医师,,2.8,17,脑血管病,"32,144次",0篇,17位,7位,7位,,,
王培强,福建,泉州,福建省泉州市第一医院,外科,神经外科,主治医师,,2.8,,各种颅脑损伤、颅内肿瘤、脊髓肿瘤和脑血管病的诊断和治疗,,,,,,,,
杨清洞,福建,泉州,福建省泉州市第一医院,外科,神经外科,主任技师,,2.8,,各种颅脑损伤、颅内肿瘤、脊髓肿瘤和脑血管病的诊断和治疗，脑血管病（动脉瘤、血管畸形）的血管内介入治疗,,,,,,,,
陈德波,福建,泉州,福建省泉州市第一医院,外科,乳腺科,主任医师,副教授,3.2,204,乳腺癌的早期诊断和规范化综合治疗，乳癌根治术后乳房重建。,"462,181次",21篇,204位,2位,2位,,,
洪成业,福建,泉州,福建省泉州市第一医院,外科,乳腺科,主治医师,,2.9,1087,擅长乳腺良性、恶性肿瘤及乳腺炎的诊治，注重乳腺癌的个体化规范化综合治疗及手术整形技巧！,"170,055次",13篇,1087位,1018位,1019位,,,
杨培东,福建,泉州,福建省泉州市第一医院,外科,乳腺科,住院医师,,2.9,,,,,,,,,,
王青兰,福建,泉州,福建省泉州市第一医院,外科,乳腺科,主治医师,讲师,2.9,1756,乳腺癌的早期诊断及规范化治疗；早期乳腺癌的保乳手术及I期乳房再造；乳腺良性肿瘤的美容微创手术；哺乳期乳腺炎及肉芽肿性乳腺炎；乳腺增生；乳头溢液；乳头凹陷，男性乳房发育等。,"646,773次",12篇,1756位,1266位,1289位,,,
杜宪强,福建,泉州,福建省泉州市第一医院,外科,乳腺科,住院医师,,2.9,1,乳腺良恶性疾病的诊治,"3,648次",0篇,1位,0位,0位,,,
连伟宾,福建,泉州,福建省泉州市第一医院,外科,乳腺科,住院医师,,2.9,38,乳腺增生等常见乳腺病的诊治；早期乳腺癌的规范诊治。,"18,339次",3篇,38位,34位,34位,,,
李俊景,福建,泉州,福建省泉州市第一医院,外科,乳腺科,住院医师,,2.9,,乳腺疾病,"5,191次",0篇,0位,0位,0位,,,
张熙,福建,泉州,福建省泉州市第一医院,外科,乳腺科,主治医师,,2.8,17,乳腺良性疾病，包括乳房疼痛、乳腺增生、乳腺炎、乳腺良性肿瘤、乳头溢液、乳房钙化灶等诊治。擅长乳腺肿瘤微创手术、乳腺癌手术、空芯针穿刺活检术、美容缝合技术等。,"41,374次",2篇,17位,6位,7位,,,
李良强,福建,泉州,福建省泉州市第一医院,外科,乳腺科,住院医师,,2.8,61,"乳腺良、恶性肿瘤早期诊断与治疗
乳腺炎诊治","33,677次",11篇,61位,60位,60位,,,
林琮霖,福建,泉州,福建省泉州市第一医院,外科,乳腺科,主治医师,,2.8,,,,,,,,,,
洪志鹏,福建,泉州,福建省泉州市第一医院,外科,乳腺科,住院医师,,2.8,52,乳腺炎、乳腺增生、乳腺良性肿瘤、乳腺癌,,7篇,0位,0位,0位,,,
