姓名,省/直辖市,市/区,医院,科室类别,科室,职称,教育职称,综合推荐热度,在线问诊量,擅长,个人网站总访问,个人网站总文章,个人网站总患者,微信诊后报道患者,总诊后报到患者,诊后服务星,诊治后患者数,随访中患者数
刘健,北京,西城,北京大学人民医院,内科,心血管内科,主任医师,教授,3.5,,"冠心病,冠心病的介入治疗,高血压,高血脂症",,,,,,,,
朱天刚,北京,西城,北京大学人民医院,内科,心血管内科,主任医师,教授,3.5,,高血压，冠心病，心肌病的诊断与治疗，尤其对先心病，心肌病，风心病和冠心病的超声诊断有较深的研究,,,,,,,,
陈源源,北京,西城,北京大学人民医院,内科,心血管内科,主任医师,教授,3.5,4,"高血压病,高脂血症,冠心病,心功能不全等心血管疾病","43,572次",0篇,4位,0位,0位,,,
刘文玲,北京,西城,北京大学人民医院,内科,心血管内科,主任医师,教授,3.5,5,遗传性心律失常、心肌病、晕厥、高血压、心衰的诊断和治疗,"13,537次",0篇,5位,0位,0位,,,
杨松娜,北京,西城,北京大学人民医院,内科,心血管内科,主任医师,副教授,3.5,,"高血压病,冠心病,心力衰竭治疗,超声心动图诊断",,,,,,,,
陈江天,北京,西城,北京大学人民医院,内科,心血管内科,主任医师,副教授,3.5,5,高脂血症、冠心病、高血压、心力衰竭等疾病的诊治,"70,523次",0篇,5位,0位,0位,,,
丁荣晶,北京,西城,北京大学人民医院,内科,心血管内科,副主任医师,副教授,3.5,229,心脏病个体化治疗，心力衰竭药物和康复治疗，冠心病药物和康复治疗，动脉粥样硬化综合防治，心梗后心衰和室壁瘤防治，心血管风险预测，运动风险评估和运动处方，医学难以解释的心脏不适，难治性高血压，高血脂，心律失常，心血管病人失眠,"221,211次",25篇,229位,21位,21位,,,
刘美贞,北京,西城,北京大学人民医院,内科,心血管内科,主任医师,教授,3.5,,"高血压,高血脂,冠心病,瓣膜病,先心病,心肌病的诊治及超声心动图对心脏病的诊断",,,,,,,,
王伟民,北京,西城,北京大学人民医院,内科,心血管内科,主任医师,教授,3.5,,"冠心病,瓣膜性心脏病,高血压病,心力衰竭,介入性心脏病",,,,,,,,
张海澄,北京,西城,北京大学人民医院,内科,心血管内科,主任医师,教授,3.5,115,疑难复杂心血管疾病，尤其各种心律失常、高血压、冠心病,"138,527次",3篇,115位,0位,2位,,,
王龙,北京,西城,北京大学人民医院,内科,心血管内科,主任医师,,3.5,86,心律失常，冠心病,"94,815次",0篇,86位,11位,11位,,,
徐成斌,北京,西城,北京大学人民医院,内科,心血管内科,主任医师,教授,3.5,2,"内科心血管病,冠心病(心绞痛,心肌梗死),动脉硬化,高血压病,血脂异常,心律失常,心力衰竭及心血管病药物治疗","44,792次",0篇,2位,0位,1位,,,
赵红,北京,西城,北京大学人民医院,内科,心血管内科,副主任医师,副教授,3.5,2,"冠心病,高血压,瓣膜病,介入性心脏病学","47,671次",0篇,2位,0位,0位,,,
马庆春,北京,西城,北京大学人民医院,内科,心血管内科,主任医师,副教授,3.5,11,高血压及相关心脏血管病,"9,498次",0篇,11位,0位,0位,,,
陆丕能,北京,西城,北京大学人民医院,内科,心血管内科,副主任医师,副教授,3.4,17,"心衰,高血压,冠心病","53,062次",0篇,17位,0位,0位,,,
王鸿懿,北京,西城,北京大学人民医院,内科,心血管内科,主任医师,,3.4,56,高血压、高血脂及相关疾病,"168,790次",5篇,56位,0位,1位,,,
王鲁雁,北京,西城,北京大学人民医院,内科,心血管内科,副主任医师,副教授,3.4,73,高血压和高血压所致动脉病变和功能评价,"87,606次",0篇,73位,0位,3位,,,
李帮清,北京,西城,北京大学人民医院,内科,心血管内科,主任医师,,3.4,40,"高血脂症,冠心病,高血压病,动脉粥样硬化防治及心力衰竭","13,744次",0篇,40位,40位,40位,,,
陈琦玲,北京,西城,北京大学人民医院,内科,心血管内科,主任医师,副教授,3.4,3,高血压及相关心脏血管病,"61,683次",1篇,3位,0位,0位,,,
周慧青,北京,西城,北京大学人民医院,内科,心血管内科,副主任医师,副教授,3.4,1,超声心动图诊断、高血压病、冠心病、心肌病、心力衰竭治疗,"38,777次",0篇,1位,0位,0位,,,
靳文英,北京,西城,北京大学人民医院,内科,心血管内科,副主任医师,,3.4,1,血脂异常、冠心病、心肌病、瓣膜病、超声心动图,852次,0篇,1位,0位,0位,,,
段江波,北京,西城,北京大学人民医院,内科,心血管内科,副主任医师,,3.4,25,"1.快速性心律失常的射频消融，尤其房颤导管消融方面，2018年起在国内创先采用高功率短时间的房颤消融策略，进一步缩短了房颤导管消融的手术时间、提高了房颤导管消融的成功率；
2.心律植入装置：包括治疗缓慢心律失常的心脏起搏器植入、治疗心衰的CRT(心脏再同步化治疗），以及针对心脏猝死的ICD(植入式心脏复律除颤器)植入；
3.心律植入装置并发症的处理：起搏器相关囊袋感染、菌血症、感染性心内膜炎，以及电极导线断裂、脱位、穿孔的处理。","45,114次",0篇,25位,17位,17位,,,
王及华,北京,西城,北京大学人民医院,内科,心血管内科,副主任医师,副教授,3.4,35,高血压的诊治、高血压的鉴别诊断，高血压伴靶器官损害的防治。双心疾患的诊断与治疗。冠心病的二级预防。,"108,486次",0篇,35位,1位,1位,,,
马玉良,北京,西城,北京大学人民医院,内科,心血管内科,副主任医师,,3.4,,1.冠心病临床诊断、评估和治疗。 2.冠心病的介入治疗。 3.原发性高血压及继发性高血压的诊治及高脂血症的治疗。,,,,,,,,
曹成富,北京,西城,北京大学人民医院,内科,心血管内科,副主任医师,讲师,3.4,19,冠心病，冠脉介入，高血压，高脂血症,"35,019次",0篇,19位,0位,0位,,,
聂孝云,北京,西城,北京大学人民医院,内科,心血管内科,副主任医师,副教授,3.4,,高血压及高血压相关并发症（心、脑、肾损害）、冠心病、心律失常、高脂血症,"29,275次",0篇,0位,0位,0位,,,
马继顺,北京,西城,北京大学人民医院,内科,心血管内科,副主任医师,副教授,3.4,7,"高血压,冠心病,脑血管病","47,933次",0篇,7位,0位,0位,,,
李春,北京,西城,北京大学人民医院,内科,心血管内科,副主任医师,,3.4,,擅长心律失常、冠心病和高血压及心血管内科常见病的诊断和治疗，尤其是心律失常的诊断和治疗。,,,,,,,,
李鼎,北京,西城,北京大学人民医院,内科,心血管内科,副主任医师,,3.4,25,心律失常，射频消融，心脏起搏,"43,831次",0篇,25位,0位,2位,,,
张前,北京,西城,北京大学人民医院,内科,心血管内科,副主任医师,,3.4,1,高血压及相关靶器官损害,"16,315次",0篇,1位,0位,1位,,,
李琪,北京,西城,北京大学人民医院,内科,心血管内科,副主任医师,,3.4,,冠心病的诊断和综合性治疗，包括冠脉介入诊断和治疗，冠心病的综合诊断与治疗，调脂治疗，冠心病长期随访管理等。主要从事冠状动脉介入诊治工作，包括冠状动脉造影、冠状动脉腔内影像、冠状动脉有创功能学检查、冠状动脉介入治疗等。,,,,,,,,
喜杨,北京,西城,北京大学人民医院,内科,心血管内科,副主任医师,,3.4,,高血压及相关心血管系统疾病的诊治,,,,,,,,
刘传芬,北京,西城,北京大学人民医院,内科,心血管内科,副主任医师,,3.4,,冠心病、高血脂症、高血压、心力衰竭,,,,,,,,
张静,北京,西城,北京大学人民医院,内科,心血管内科,副主任医师,,3.4,,,,,,,,,,
昃峰,北京,西城,北京大学人民医院,内科,心血管内科,副主任医师,,3.4,59,心律失常诊断及介入治疗。擅长起搏器植入，起搏器故障及感染的诊断及处理。房颤，房扑，室上速及室速等临床心律失常的射频消融及治疗。,"34,375次",0篇,59位,12位,12位,,,
何金山,北京,西城,北京大学人民医院,内科,心血管内科,主治医师,,3.3,23,"心律失常，房颤、室上速、室早、室速等诊治，起搏器植入，起搏器电极导线并发症管理，如起搏器感染，电极断裂、穿孔等。
冠心病，高血压等心内科常见疾病诊治。","21,488次",0篇,23位,0位,0位,,,
宋俊贤,北京,西城,北京大学人民医院,内科,心血管内科,主治医师,,3.3,5,冠心病，血脂异常，高血压，心力衰竭，心律失常，心包疾病。,"3,057次",0篇,5位,0位,0位,,,
卢明瑜,北京,西城,北京大学人民医院,内科,心血管内科,主治医师,,3.3,,,,,,,,,,
王立群,北京,西城,北京大学人民医院,内科,心血管内科,主治医师,,3.3,,,,,,,,,,
伍满燕,北京,西城,北京大学人民医院,内科,心血管内科,主治医师,,3.3,,,"1,034次",0篇,0位,0位,0位,,,
张锋,北京,西城,北京大学人民医院,内科,心血管内科,主治医师,,3.3,,高血压、冠心病、心肌病的诊断与治疗，尤其对心肌病和冠心病的超声诊断有较深的研究,574次,0篇,0位,0位,0位,,,
王岚,北京,西城,北京大学人民医院,内科,心血管内科,副主任医师,,3.2,,,,,,,,,,
于超,北京,西城,北京大学人民医院,内科,心血管内科,住院医师,,3.1,,心肌梗死、心肌病、先心病的超声诊断,"9,665次",0篇,0位,0位,0位,,,
周旭,北京,西城,北京大学人民医院,内科,心血管内科,住院医师,,3.1,,心血管内科系统疾病,"5,864次",0篇,0位,0位,0位,,,
邹尚志,北京,西城,北京大学人民医院,内科,心血管内科,住院医师,,3.1,2,高血压、冠心病等心内科常见疾病的诊治,"3,355次",0篇,2位,0位,0位,,,
梁会珠,北京,西城,北京大学人民医院,内科,心血管内科,住院医师,,3.1,,,134次,0篇,0位,0位,0位,,,
柴众一,北京,西城,北京大学人民医院,内科,心血管内科,住院医师,,2.9,1,心血管疾病，冠心病，心律失常，高血压，心功能不全,"1,714次",0篇,1位,1位,1位,,,
杨丰菁,北京,西城,北京大学人民医院,内科,心血管内科,住院医师,,2.9,3,,584次,0篇,3位,1位,1位,,,
栗占国,北京,西城,北京大学人民医院,内科,风湿免疫科,主任医师,教授,3.6,7407,类风湿关节炎、系统性红斑狼疮(含狼疮肾炎)、干燥综合征、未分化关节炎、强直性脊柱炎、银屑病关节炎、系统性硬化、多发肌炎皮肌炎、混合结缔组织病、白塞病、抗磷脂综合症、痛风、自身免疫性肝病及各种血管炎等常见和疑难病例风湿免疫疾病的诊治,"8,854,924次",94篇,7407位,53位,140位,,,
杨铁生,北京,西城,北京大学人民医院,内科,风湿免疫科,主任医师,教授,3.8,8650,风湿性疾病包括类风湿关节炎、干燥综合征、系统性红斑狼疮、强直性脊柱炎，痛风等的诊断治疗以及热带病与寄生虫病的诊断治疗。,"7,985,538次",44篇,8650位,1365位,1412位,3,2966例,1984例
姚海红,北京,西城,北京大学人民医院,内科,风湿免疫科,副主任医师,,3.7,680,"1、类风湿关节炎、系统性红斑狼疮、干燥综合征、痛风、血管炎、强直性脊柱炎等自身免疫病的诊断及治疗。
2、风湿病肌肉骨骼超声。
3、风湿病继发噬血细胞综合征。","547,698次",58篇,680位,463位,477位,3,467例,354例
刘燕鹰,北京,西城,北京大学人民医院,内科,风湿免疫科,主任医师,副教授,3.7,1562,IgG4相关疾病、腹膜后纤维化、腹主动脉周围炎、自身免疫性胰腺炎、痛风、类风湿关节炎、强直性脊柱炎、系统性红斑狼疮、血管炎、白塞病、大动脉炎、皮肌炎、干燥综合征、硬皮病等自身免疫病的诊断及治疗,"686,146次",6篇,1562位,624位,639位,3,880例,517例
贾园,北京,西城,北京大学人民医院,内科,风湿免疫科,主任医师,教授,3.7,641,类风湿关节炎、痛风、银屑病关节炎、系统性红斑狼疮等风湿性疾病的诊断和治疗。,"457,399次",4篇,641位,132位,145位,,,
叶华,北京,西城,北京大学人民医院,内科,风湿免疫科,主任医师,副教授,3.6,621,系统性红斑狼疮、类风湿关节炎、皮肌炎、干燥综合征、小血管炎和痛风等风湿科常见病和疑难病,"403,054次",7篇,621位,58位,89位,2,155例,70例
张学武,北京,西城,北京大学人民医院,内科,风湿免疫科,主任医师,教授,3.6,2556,类风湿关节炎、系统性红斑狼疮(含狼疮肾炎)、痛风关节炎、继发性骨质疏松、干燥综合征、强直性脊柱炎、银屑病关节炎、系统性硬化、多发肌炎皮肌炎、混合结缔组织病、白塞病、抗磷脂综合症、自身免疫性肝病及各种血管炎等常见和疑难病例风湿免疫疾病的诊治,"1,534,334次",12篇,2556位,2位,20位,,,
苏茵,北京,西城,北京大学人民医院,内科,风湿免疫科,主任医师,教授,3.6,1105,类风湿性关节炎、骨关节炎，系统性红斑狼疮/狼疮肾炎/狼疮合并妊娠、抗磷脂综合征，白塞病，痛风/高尿酸血症、强直性脊柱炎、系统性硬化症、多肌炎/皮肌炎、系统性血管炎等风湿免疫性疾病的临床诊断及早期治疗,"1,563,856次",13篇,1105位,38位,53位,,,
何菁,北京,西城,北京大学人民医院,内科,风湿免疫科,主任医师,教授,3.5,594,风湿免疫，类风湿关节炎，干燥综合征,"1,154,999次",56篇,594位,3位,17位,,,
李茹,北京,西城,北京大学人民医院,内科,风湿免疫科,主任医师,副教授,3.5,51,风湿免疫、风湿病关节炎,"78,060次",0篇,51位,2位,4位,,,
马本良,北京,西城,北京大学人民医院,内科,风湿免疫科,主任医师,教授,3.5,1,风湿性疾病及热带疾病的诊断及治疗,"52,652次",0篇,1位,0位,0位,,,
陈适,北京,西城,北京大学人民医院,内科,风湿免疫科,主任医师,,3.4,6,类风湿关节炎、系统性红斑狼疮、狼疮妊娠、强直性脊柱炎、干燥综合征、血管炎等风湿病的诊治,"13,983次",0篇,6位,0位,0位,,,
刘栩,北京,西城,北京大学人民医院,内科,风湿免疫科,主任医师,,3.4,47,强直性脊柱炎，狼疮，类风湿，血管炎，皮肌炎,"88,407次",4篇,47位,25位,32位,,,
孙瑛,北京,西城,北京大学人民医院,内科,风湿免疫科,副主任医师,教授,3.4,172,临床风湿病、包括类风湿性关节炎、强直性脊柱炎、系统性红斑狼疮、干燥综合征、皮肌炎、硬皮病、痛风、骨关节炎等,"177,933次",1篇,172位,1位,11位,,,
李春,北京,西城,北京大学人民医院,内科,风湿免疫科,副主任医师,,3.4,145,系统性红斑狼疮、类风湿关节炎、皮肌炎、痛风、干燥综合征及血管炎等常见风湿性疾病和疑难病的诊断治疗,"272,951次",14篇,145位,22位,25位,,,
杨月,北京,西城,北京大学人民医院,内科,风湿免疫科,副主任医师,,3.4,322,结缔组织病的肺间质病变、类风湿关节炎、干燥综合征、痛风、强直性脊柱炎、银屑病性关节炎等风湿免疫病,"305,207次",1篇,322位,150位,209位,,,
任立敏,北京,西城,北京大学人民医院,内科,风湿免疫科,副主任医师,,3.4,99,系统性红斑狼疮、类风湿关节炎、皮肌炎、痛风、干燥综合征及血管炎以及IgG4相关疾病等常见风湿性疾病和疑难病的诊断治疗,"221,595次",1篇,99位,17位,20位,,,
刘田,北京,西城,北京大学人民医院,内科,风湿免疫科,副主任医师,,3.4,5,类风湿关节炎、系统性红斑狼疮 大动脉炎 白塞病等常见的风湿免疫疾病。,"25,546次",0篇,5位,0位,1位,,,
李玉慧,北京,西城,北京大学人民医院,内科,风湿免疫科,副主任医师,,3.4,25,类风湿关节炎，干燥综合征，炎性肌病的诊治,"12,904次",0篇,25位,2位,2位,,,
安媛,北京,西城,北京大学人民医院,内科,风湿免疫科,副主任医师,,3.4,17,系统性红斑狼疮、类风湿关节炎、骨关节炎、干燥综合征、强直性脊柱炎、痛风等风湿病的诊断和治疗。,"48,813次",0篇,17位,1位,13位,,,
周云杉,北京,西城,北京大学人民医院,内科,风湿免疫科,副主任医师,,3.4,40,类风湿关节炎，狼疮性肾炎，抗磷脂综合征，炎性肌病合并肺间质病变,"50,986次",0篇,40位,10位,10位,,,
张霞,北京,西城,北京大学人民医院,内科,风湿免疫科,主治医师,,3.4,,系统性红斑狼疮，干燥综合征，类风湿关节炎等疾病的诊治,"3,781次",0篇,0位,0位,0位,,,
张晓盈,北京,西城,北京大学人民医院,内科,风湿免疫科,主治医师,,3.4,3,类风湿关节炎，骨关节炎，系统性红斑狼疮,"11,869次",0篇,3位,1位,1位,,,
金月波,北京,西城,北京大学人民医院,内科,风湿免疫科,主治医师,,3.4,1,干燥综合征，系统性红斑狼疮等疾病的诊治,"9,982次",8篇,1位,0位,0位,,,
唐素玫,北京,西城,北京大学人民医院,内科,风湿免疫科,主治医师,,3.3,,,,,,,,,,
邵苗,北京,西城,北京大学人民医院,内科,风湿免疫科,主治医师,,3.3,2,类风湿、狼疮,"5,896次",0篇,2位,0位,0位,,,
孙晓麟,北京,西城,北京大学人民医院,内科,风湿免疫科,住院医师,副教授,3.3,,,,,,,,,,
李雪,北京,西城,北京大学人民医院,内科,风湿免疫科,主治医师,,3.2,29,系统性硬化症、类风湿性关节炎、痛风、系统性红斑狼疮等疾病的诊治,"31,661次",13篇,29位,0位,0位,,,
郭建萍,北京,西城,北京大学人民医院,内科,风湿免疫科,住院医师,研究员,3.1,,,,,,,,,,
胡凡磊,北京,西城,北京大学人民医院,内科,风湿免疫科,住院医师,,3.1,,,,,,,,,,
朱华群,北京,西城,北京大学人民医院,内科,风湿免疫科,住院医师,,3.1,,,,,,,,,,
甘雨舟,北京,西城,北京大学人民医院,内科,风湿免疫科,住院医师,,3.1,,,,,,,,,,
朱继红,北京,西城,北京大学人民医院,内科,急诊科,主任医师,,3.1,,擅长心血管急症、出凝血急症、溶血危象、肺栓塞、脓毒症、心律失常、免疫相关急危重症的诊断及治疗。,,,,,,,,
吴寸草,北京,西城,北京大学人民医院,内科,急诊科,主治医师,,3.2,,,,,,,,,,
窦丽稳,北京,西城,北京大学人民医院,内科,急诊科,主治医师,,3.2,,,23次,0篇,0位,0位,0位,,,
王传林,北京,西城,北京大学人民医院,内科,急诊科,主任医师,,3.1,61,动物创伤救治，急腹症，创伤救治，普通外科急诊救治。犬及动物咬伤伤口诊疗，狂犬病疫苗接种，狂犬病免疫球蛋白注射，恐狂心理分析及疏导。破伤风预防及破伤风救治。,"37,055次",7篇,61位,2位,2位,,,
余剑波,北京,西城,北京大学人民医院,内科,急诊科,副主任医师,教授,3.0,1,心血管危重症，急性冠脉综合征、心律失常、心力衰竭和高血压急症,"62,996次",3篇,1位,0位,0位,,,
董桂英,北京,西城,北京大学人民医院,内科,急诊科,副主任医师,,3.0,4,各种急危重症的诊治,"12,422次",0篇,4位,0位,0位,,,
王凯,北京,西城,北京大学人民医院,内科,急诊科,主治医师,,3.0,113,感染性疾病，急危重症，心脑血管疾病，血液系统疾病等,"31,789次",0篇,113位,0位,0位,,,
吴红晶,北京,西城,北京大学人民医院,内科,急诊科,副主任医师,副教授,3.0,,内科疾病,,,,,,,,
张晓明,北京,西城,北京大学人民医院,内科,急诊科,副主任医师,副研究员,3.0,,,,,,,,,,
高伟波,北京,西城,北京大学人民医院,内科,急诊科,主任医师,,2.9,1,急危重症、血液疾病的诊治。,"13,471次",0篇,1位,0位,0位,,,
郭杨,北京,西城,北京大学人民医院,内科,急诊科,主任医师,,2.9,59,危重病诊治，重症肺炎，高危肺栓塞，重症胰腺炎，中毒及出凝血危重症，疑难杂症,"90,840次",0篇,59位,1位,1位,,,
杨靓,北京,西城,北京大学人民医院,内科,急诊科,主治医师,,2.9,,,,,,,,,,
吴春波,北京,西城,北京大学人民医院,内科,急诊科,主任医师,,2.9,,,,,,,,,,
李琦,北京,西城,北京大学人民医院,内科,急诊科,主任医师,,2.9,,,,,,,,,,
苗榕生,北京,西城,北京大学人民医院,内科,急诊科,主任医师,,2.8,,尤其擅长于危重症疾病特别是心、脑血管系统急症的抢救治疗，并对疑难病症的诊断和处理有独特的见解。,"29,769次",0篇,0位,0位,0位,,,
程呈,北京,西城,北京大学人民医院,内科,急诊科,主治医师,,2.8,1,急诊内科常见病,"6,824次",0篇,1位,0位,0位,,,
邹红,北京,西城,北京大学人民医院,内科,急诊科,副主任医师,,2.8,1,,"38,351次",0篇,1位,0位,0位,,,
黄岱坤,北京,西城,北京大学人民医院,内科,急诊科,副主任医师,,2.8,,,,,,,,,,
曹宝平,北京,西城,北京大学人民医院,内科,急诊科,副主任医师,,2.8,,,,,,,,,,
邓咏梅,北京,西城,北京大学人民医院,内科,急诊科,副主任医师,,2.8,,,,,,,,,,
周倩云,北京,西城,北京大学人民医院,内科,急诊科,副主任医师,,2.8,,急诊常见病的诊治。,"15,723次",0篇,0位,0位,0位,,,
迟骋,北京,西城,北京大学人民医院,内科,急诊科,副主任医师,,2.8,,,,,,,,,,
王武超,北京,西城,北京大学人民医院,内科,急诊科,副主任医师,,2.8,,心梗、重症肺炎等,"15,153次",0篇,0位,0位,0位,,,
郭维,北京,西城,北京大学人民医院,内科,急诊科,副主任医师,,2.8,,,,,,,,,,
杜昌,北京,西城,北京大学人民医院,内科,急诊科,副主任医师,,2.8,,,,,,,,,,
黄文凤,北京,西城,北京大学人民医院,内科,急诊科,副主任医师,,2.8,,,,,,,,,,
刘晓原,北京,西城,北京大学人民医院,内科,急诊科,主治医师,,2.8,,,,,,,,,,
裴立英,北京,西城,北京大学人民医院,内科,急诊科,主治医师,,2.8,,,,,,,,,,
李佳,北京,西城,北京大学人民医院,内科,急诊科,主治医师,,2.8,,,,,,,,,,
马丽,北京,西城,北京大学人民医院,内科,急诊科,主治医师,,2.8,,急诊危重症的诊治。,"8,709次",0篇,0位,0位,0位,,,
王煜冉,北京,西城,北京大学人民医院,内科,急诊科,主治医师,,2.8,,,,,,,,,,
郭磊,北京,西城,北京大学人民医院,内科,急诊科,住院医师,,2.8,1,急诊外科,"1,283次",0篇,1位,0位,0位,,,
北大人民内分泌义诊团队,北京,西城,北京大学人民医院,内科,内分泌科,,,3.3,35,,"10,586次",0篇,35位,0位,0位,,,
纪立农,北京,西城,北京大学人民医院,内科,内分泌科,主任医师,教授,3.8,1723,糖尿病，甲状腺结节、甲亢，甲减、妊娠期甲状腺功能管理、骨质疏松、高尿酸、痛风,"523,015次",0篇,1723位,332位,336位,,,
周翔海,北京,西城,北京大学人民医院,内科,内分泌科,主任医师,教授,3.9,1639,糖尿病；甲亢、甲减、甲状腺炎，甲状腺结节等甲状腺疾病；垂体、肾上腺疾病；可疑内分泌疾病导致的高血压、低钾血症和肥胖；高尿酸血症和痛风，单纯性肥胖，糖耐量减退,"641,865次",7篇,1639位,313位,318位,,,
胡肇衡,北京,西城,北京大学人民医院,内科,内分泌科,主任医师,教授,3.7,2528,糖尿病、甲状腺疾病、骨质疏松症，妊娠甲状腺疾病、妊娠糖尿病等内分泌疾病,"1,607,720次",21篇,2528位,374位,393位,,,
张秀英,北京,西城,北京大学人民医院,内科,内分泌科,副主任医师,讲师,3.7,520,甲状腺疾病；妊娠期甲状腺疾病，甲状腺结节，甲状腺眼病，糖尿病，其它内分泌疾病,"137,098次",6篇,520位,129位,130位,,,
邹显彤,北京,西城,北京大学人民医院,内科,内分泌科,主治医师,,3.7,580,糖尿病、甲状腺疾病,"191,392次",27篇,580位,237位,244位,,,
韩学尧,北京,西城,北京大学人民医院,内科,内分泌科,主任医师,副教授,3.6,172,糖尿病，甲亢，甲减，甲状腺肿，甲状腺炎、甲状腺结节等甲状腺疾病，肾上腺疾病，垂体疾病、骨质疏松、低钾血症等内分泌代谢性疾病,"1,646,339次",0篇,172位,0位,2位,,,
蔡晓凌,北京,西城,北京大学人民医院,内科,内分泌科,主任医师,副教授,3.5,185,糖尿病、甲状腺疾病,"40,712次",86篇,185位,0位,0位,,,
周灵丽,北京,西城,北京大学人民医院,内科,内分泌科,副主任医师,副研究员,3.5,363,糖尿病、甲状腺、高尿酸血症，肥胖，垂体肾上腺、低钾血症,"99,226次",0篇,363位,105位,106位,,,
毛腾淑,北京,西城,北京大学人民医院,内科,内分泌科,主任医师,教授,3.5,,"糖尿病,甲状腺疾病,垂体,肾上腺疾病",,,,,,,,
杨宗于,北京,西城,北京大学人民医院,内科,内分泌科,主任医师,教授,3.5,,甲状腺疾病、糖尿病、骨质疏松,,,,,,,,
卢纹凯,北京,西城,北京大学人民医院,内科,内分泌科,主任医师,教授,3.5,,"糖尿病,甲状腺,垂体,肾上腺",,,,,,,,
陈玲,北京,西城,北京大学人民医院,内科,内分泌科,副主任医师,,3.4,53,糖尿病、骨质疏松、甲状腺疾病、垂体及肾上腺疾病低等内分泌代谢病的诊治,"36,179次",1篇,53位,21位,21位,,,
李秀娟,北京,西城,北京大学人民医院,内科,内分泌科,副主任医师,副教授,3.4,,"糖尿病,甲状腺疾病,垂体及肾上腺疾病","12,412次",0篇,0位,0位,0位,,,
朱宇,北京,西城,北京大学人民医院,内科,内分泌科,副主任医师,,3.3,1,甲状腺疾病、妊娠甲状腺功能异常、2型糖尿病的治疗及慢性并发症的综合管理；1型糖尿病的治疗；胰岛素泵的临床应用；连续血糖监测的临床应用；糖尿病患者教育（饮食、运动、药物治疗、血糖监测）。肾上腺垂体疾病的诊断和治疗。,"14,247次",0篇,1位,0位,0位,,,
罗樱樱,北京,西城,北京大学人民医院,内科,内分泌科,副主任医师,,3.3,,糖尿病，肥胖及其他内分泌代谢系统疾病,"8,862次",0篇,0位,0位,0位,,,
任倩,北京,西城,北京大学人民医院,内科,内分泌科,副主任医师,副教授,3.3,409,青年和特殊类型糖尿病，妊娠糖尿病，糖尿病合并妊娠，甲减，甲亢，垂体和肾上腺疾病,"138,608次",9篇,409位,72位,72位,,,
陈颖丽,北京,西城,北京大学人民医院,内科,内分泌科,副主任医师,副教授,3.3,,"糖尿病,内分泌疾病",,,,,,,,
刘蔚,北京,西城,北京大学人民医院,内科,内分泌科,副主任医师,副教授,3.3,2,糖尿病,"10,131次",0篇,2位,0位,0位,,,
吴静,北京,西城,北京大学人民医院,内科,内分泌科,副主任医师,讲师,3.3,277,糖尿病 骨质疏松 甲状腺,"118,305次",2篇,277位,43位,43位,,,
高蕾莉,北京,西城,北京大学人民医院,内科,内分泌科,副主任医师,,3.3,35,糖尿病，甲状腺疾病、骨质疏松症,"37,201次",0篇,35位,0位,1位,,,
张放,北京,西城,北京大学人民医院,内科,内分泌科,主治医师,讲师,3.2,117,糖尿病，甲状腺疾病,"66,124次",0篇,117位,60位,61位,,,
张思敏,北京,西城,北京大学人民医院,内科,内分泌科,主治医师,,3.2,3,糖尿病，甲状腺疾病,"8,779次",0篇,3位,0位,0位,,,
张瑞,北京,西城,北京大学人民医院,内科,内分泌科,主治医师,,3.2,30,糖尿病、甲状腺疾病等内分泌疾病,"14,774次",0篇,30位,12位,12位,,,
李萌,北京,西城,北京大学人民医院,内科,内分泌科,主治医师,,3.2,51,糖尿病的诊断及治疗，甲亢、甲减及甲状腺结节等甲状腺疾病的诊疗，以及内分泌专业的相关疾病,"18,030次",0篇,51位,27位,27位,,,
陈静,北京,西城,北京大学人民医院,内科,内分泌科,副主任医师,,3.2,69,糖尿病、甲状腺结节、甲亢、甲减及其他内分泌疾病,"27,171次",0篇,69位,3位,3位,,,
杨文嘉,北京,西城,北京大学人民医院,内科,内分泌科,主治医师,,3.2,21,糖尿病，甲状腺疾病,"16,346次",0篇,21位,1位,1位,,,
刘艳,北京,西城,北京大学人民医院,内科,内分泌科,住院医师,,3.1,2,糖尿病、甲状腺疾病,"5,996次",0篇,2位,0位,0位,,,
龚思倩,北京,西城,北京大学人民医院,内科,内分泌科,住院医师,,3.1,,糖尿病，甲亢甲减等疾病的诊治,"5,683次",0篇,0位,0位,0位,,,
吕芳,北京,西城,北京大学人民医院,内科,内分泌科,住院医师,,3.1,,糖尿病及骨代谢相关疾病的诊治,"1,916次",0篇,0位,0位,0位,,,
王相清,北京,西城,北京大学人民医院,内科,内分泌科,住院医师,,3.1,,,"2,560次",0篇,0位,0位,0位,,,
刘玉兰,北京,西城,北京大学人民医院,内科,消化内科,主任医师,教授,3.4,,1.炎症性肠病（溃疡性结肠炎以及克罗恩病）的诊断和治疗 2. 慢性肝病，尤其是疑难肝病的诊疗； 3.脂肪肝诊治；4.早期食管癌，胃癌及结肠癌的诊断及治疗 5. 食管疾病的内镜下治疗，如贲门失弛缓、各种原因食管狭窄的内镜下治疗等,,,,,,,,
